採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
雙溪流域,雙溪,新北市,新寮大橋,甲,2008/2/14 上午 07:55:00,1034,1.0,11.2,13.7,7.1,88,10.4,10.5,99.9,<1.0,<4.0,3.9,1100,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,新寮大橋,甲,2008/1/2 上午 07:55:00,1034,1.0,13.7,12.5,7.0,103,10.4,10.5,96.7,<1.0,7.0,4.5,7900,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2008/12/3 上午 08:46:00,1035,1.0,22.0,18.0,7.0,144,9.6,9.6,101.0,<1.0,4.0,14.7,5200,0.08,--,0.108,0.81,0.50,<0.001,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.011,0.013,<0.001,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2008/11/6 上午 08:46:00,1035,1.0,27.7,24.0,7.2,115,8.3,8.6,101.0,<1.0,<4.0,4.8,6300,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2008/10/4 上午 08:45:00,1035,1.0,26.5,24.2,7.2,137,7.8,8.1,96.6,<1.0,<4.0,1.4,7300,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2008/9/4 上午 08:45:00,1035,1.0,27.7,26.2,7.3,171,8.3,8.2,101.1,<1.0,6.5,4.7,3500,0.05,--,0.059,1.57,0.69,0.018,0.001,<0.003,<0.002,0.0013,<0.0003,0.002,0.038,0.034,0.004,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2008/8/6 上午 08:45:00,1035,1.0,28.1,28.3,7.3,143,7.9,8.1,104.9,<1.0,5.7,1.7,2200,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2008/7/4 上午 08:45:00,1035,1.0,29.4,29.6,7.4,132,8.0,8.0,105.6,<1.0,5.4,2.9,1100,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2008/6/6 上午 08:45:00,1035,1.0,27.1,24.6,7.2,129,8.4,8.7,104.2,1.1,5.3,2.1,8300,0.08,--,0.029,1.93,0.38,0.009,<0.001,<0.003,<0.002,0.0006,<0.0003,<0.001,0.033,0.018,<0.001,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2008/5/8 上午 08:45:00,1035,1.0,25.8,22.1,7.3,125,9.5,9.3,107.0,<1.0,4.4,12.0,3700,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2008/4/2 上午 08:45:00,1035,1.0,19.6,17.9,7.2,99,9.4,9.5,99.9,<1.0,<4.0,8.4,4000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2008/3/4 上午 08:45:00,1035,1.0,15.7,15.5,7.4,133,9.9,10.4,103.9,<1.0,<4.0,2.0,5600,<0.01,--,0.028,0.82,0.56,0.007,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.002,0.020,0.008,<0.001,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2008/2/14 上午 08:45:00,1035,1.0,10.7,13.9,6.6,102,10.3,10.2,98.4,<1.0,5.2,2.5,18000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2008/1/2 上午 08:45:00,1035,1.0,13.0,13.5,6.6,123,10.5,10.6,100.1,<1.0,5.2,3.0,5300,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2008/12/4 下午 03:35:00,1292,1.0,26.8,20.4,7.8,184,9.4,9.4,104.0,1.2,5.8,12.8,71000,0.02,--,0.150,1.34,0.75,0.013,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.012,0.017,0.132,<0.001,<0.001,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2008/11/4 下午 03:35:00,1292,1.0,24.0,22.8,8.0,180,8.6,8.8,101.9,1.0,<4.0,4.1,600,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2008/10/2 下午 03:35:00,1292,1.5,26.3,21.8,7.2,157,8.6,8.8,100.9,<1.0,6.3,20.1,2300,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2008/9/2 下午 03:40:00,1292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2008/8/4 下午 04:35:00,1292,1.0,26.2,24.3,8.0,167,8.1,8.1,96.3,<1.0,<4.0,5.1,1400,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2008/7/2 下午 03:37:00,1292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2008/6/4 下午 04:00:00,1292,1.0,26.3,22.5,7.9,158,8.8,8.9,103.3,<1.0,8.0,2.0,380,<0.01,--,0.044,0.76,0.44,0.003,<0.001,<0.003,<0.002,0.0006,<0.0003,0.001,0.013,0.006,<0.001,<0.001,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2008/5/6 下午 04:15:00,1292,1.0,20.9,20.4,8.1,176,9.2,9.2,105.3,<1.0,8.4,2.0,280,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2008/4/1 下午 04:15:00,1292,1.0,17.6,18.2,7.7,153,9.5,9.7,102.8,1.4,<4.0,9.0,610,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2008/3/3 下午 04:30:00,1292,1.0,19.0,17.6,8.2,174,9.8,9.8,102.3,<1.0,<4.0,2.2,210,0.01,--,0.022,0.75,0.50,0.011,<0.001,<0.003,<0.002,0.0003,<0.0003,0.002,0.045,0.006,<0.001,<0.001,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2008/2/13 下午 04:25:00,1292,1.5,12.9,13.3,7.8,131,10.5,10.6,100.9,<1.0,<4.0,20.6,330,<0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2008/1/8 下午 04:25:00,1292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2008/12/4 下午 03:20:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2008/11/4 下午 03:20:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2008/10/2 下午 04:15:00,1293,1.0,26.2,22.6,7.2,159,8.0,8.2,96.6,1.2,<4.0,12.0,2100,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2008/9/2 下午 03:49:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2008/8/4 下午 04:25:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2008/7/2 下午 03:20:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2008/6/4 下午 03:40:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2008/5/6 下午 04:55:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2008/4/1 下午 04:45:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2008/3/3 下午 05:00:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2008/2/13 下午 04:55:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2008/1/8 下午 04:55:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2008/12/2 上午 07:15:00,1332,1.0,17.7,16.5,7.5,150,9.6,9.7,101.2,<1.0,<4.0,<1.0,150,<0.01,--,0.036,0.65,0.33,0.015,<0.001,<0.003,<0.002,0.0010,<0.0003,0.005,0.004,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2008/11/3 上午 07:15:00,1332,1.0,25.7,22.7,7.8,148,8.6,8.6,100.5,<1.0,<4.0,1.5,360,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2008/10/2 下午 01:45:00,1332,1.0,25.9,21.8,7.8,120,9.1,9.2,105.3,<1.0,<4.0,7.9,2100,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2008/9/3 下午 02:45:00,1332,1.0,24.4,24.6,7.1,165,8.1,8.2,99.9,<1.0,<4.0,1.1,340,0.03,--,0.066,0.99,0.42,0.001,<0.001,0.012,<0.002,0.0003,<0.0003,0.002,0.005,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2008/8/7 上午 07:55:00,1332,1.0,29.8,24.3,7.3,135,11.3,11.4,133.7,<1.0,<4.0,1.4,540,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2008/7/9 上午 10:35:00,1332,1.0,27.9,26.3,8.3,148,8.6,8.8,109.4,<1.0,<4.0,1.6,210,0.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2008/6/4 下午 02:25:00,1332,1.0,30.4,22.0,8.0,132,8.6,8.9,102.4,<1.0,<4.0,1.2,580,<0.01,--,0.038,0.45,0.38,0.002,<0.001,<0.003,<0.002,0.0004,<0.0003,<0.001,0.003,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2008/5/5 下午 01:25:00,1332,1.0,20.3,20.6,7.5,140,9.1,9.2,102.8,<1.0,<4.0,1.1,11000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2008/4/3 上午 11:25:00,1332,1.0,19.1,17.1,7.3,126,9.6,9.7,100.4,<1.0,<4.0,1.6,540,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2008/3/6 下午 12:55:00,1332,1.0,23.1,16.0,7.7,139,10.3,10.6,108.4,<1.0,<4.0,1.2,150,<0.01,--,0.148,0.49,0.29,0.005,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.004,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2008/2/12 上午 08:25:00,1332,1.0,11.9,13.2,7.7,41,10.4,10.6,101.0,<1.0,<4.0,1.8,440,<0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2008/1/9 下午 01:35:00,1332,1.0,25.1,18.4,7.9,42,10.2,10.4,111.5,1.1,<4.0,1.2,120,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2008/12/2 上午 07:50:00,1221,4.5,18.3,19.3,7.1,214,3.6,3.7,39.5,3.2,9.6,30.4,42000,1.58,--,0.447,2.41,0.91,0.057,<0.001,0.004,<0.002,0.0025,<0.0003,0.006,0.023,0.134,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2008/11/3 上午 07:49:00,1221,3.3,26.7,24.9,7.1,205,3.8,3.9,46.7,1.4,11.9,33.0,41000,0.57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2008/10/2 下午 02:20:00,1221,3.3,25.6,24.1,7.3,166,6.8,6.9,81.9,1.6,7.6,141,90000,0.48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2008/9/3 下午 03:25:00,1221,3.8,23.8,26.2,6.7,264,1.3,1.4,16.6,2.3,17.8,13.7,5600,0.67,--,0.908,5.30,0.22,0.163,<0.001,0.005,<0.002,0.0035,<0.0003,0.003,0.010,0.161,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2008/8/7 上午 08:35:00,1221,3.5,30.5,27.5,6.6,211,2.4,2.5,32.7,2.1,10.8,10.7,91000,1.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2008/7/9 上午 11:15:00,1221,5.0,29.0,30.1,7.1,230,2.7,3.0,39.2,3.9,11.9,18.6,69000,3.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2008/6/4 下午 03:05:00,1221,4.5,28.2,26.2,7.1,193,5.1,5.3,66.3,3.8,19.7,74.0,71000,1.95,--,0.769,1.59,1.17,0.096,<0.001,<0.003,<0.002,0.0029,<0.0003,0.005,0.029,0.045,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2008/5/5 下午 02:05:00,1221,6.3,19.8,21.7,7.0,188,5.4,5.5,62.2,5.8,17.9,108,130000,1.84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2008/4/3 下午 12:55:00,1221,4.0,19.6,20.1,7.0,194,5.8,5.7,62.4,6.5,29.9,13.4,99000,2.47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2008/3/6 下午 01:45:00,1221,4.0,20.9,21.4,7.1,201,5.9,6.1,67.5,5.5,20.0,19.7,100000,1.70,--,0.405,3.47,1.24,0.220,<0.001,<0.003,<0.002,0.0014,<0.0003,0.004,0.013,0.039,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2008/2/12 上午 09:05:00,1221,2.8,11.8,15.5,7.0,148,7.6,7.7,75.6,1.4,8.5,20.8,110000,1.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2008/1/9 下午 02:15:00,1221,6.3,25.0,22.0,7.2,242,4.3,4.6,52.8,6.4,21.2,31.8,320000,3.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2008/12/2 下午 02:15:00,1222,2.5,22.2,20.6,7.4,14500,5.4,5.5,64.1,1.8,16.0,24.1,7800,0.98,4380,0.171,1.50,0.63,0.135,<0.001,<0.003,<0.002,0.0040,<0.0003,0.001,0.013,0.134,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2008/11/3 下午 02:15:00,1222,2.5,25.1,25.6,7.2,6240,5.2,5.3,66.1,1.3,22.8,28.3,6900,0.97,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2008/10/2 下午 01:15:00,1222,2.8,26.1,24.3,7.2,349,5.3,5.3,62.9,1.2,9.8,68.6,45000,0.45,55.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2008/9/3 下午 01:55:00,1222,3.3,24.1,27.4,7.0,11400,2.5,2.6,33.7,1.3,12.1,25.5,5400,0.89,3590,0.349,2.02,0.23,0.073,<0.001,<0.003,<0.002,0.0074,<0.0003,<0.001,0.003,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2008/8/7 下午 03:35:00,1222,3.3,30.3,32.9,7.5,13500,9.5,9.6,134.7,4.2,18.0,39.9,1200,1.00,4270,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2008/7/9 下午 04:31:00,1222,3.3,27.0,31.0,7.6,22000,6.2,6.5,94.0,4.4,14.6,17.1,280,1.02,7380,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2008/6/4 下午 12:45:00,1222,4.8,25.0,26.0,7.0,11700,3.4,3.5,46.0,<1.0,28.5,58.8,24000,1.11,3630,0.356,0.87,0.51,0.099,<0.001,0.004,<0.002,0.0059,<0.0003,0.004,0.020,0.232,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2008/5/5 下午 12:05:00,1222,3.3,19.6,24.9,7.2,18900,4.9,5.1,63.3,2.2,18.6,44.2,6000,1.56,5460,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2008/4/3 上午 10:30:00,1222,5.0,19.0,19.5,7.4,6280,5.1,5.1,55.3,1.5,11.2,104,6700,2.10,2010,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2008/3/6 上午 11:30:00,1222,2.8,22.9,19.4,7.2,4430,8.5,8.6,94.1,1.0,13.6,20.2,5300,1.15,1100,0.211,2.30,0.95,0.109,<0.001,<0.003,<0.002,0.0027,<0.0003,<0.001,0.006,0.083,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2008/2/12 下午 04:00:00,1222,1.5,13.3,13.4,7.3,1680,6.5,6.7,63.3,<1.0,10.5,19.6,13000,0.96,413,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2008/1/9 下午 12:25:00,1222,4.5,22.5,21.6,7.3,748,3.9,4.2,47.4,3.7,19.4,20.8,31000,1.79,262,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2008/12/2 上午 09:05:00,1346,1.0,19.1,17.8,8.2,448,9.0,9.2,96.6,<1.0,<4.0,12.9,2400,0.03,--,0.047,0.88,0.16,0.042,<0.001,<0.003,<0.002,0.0012,<0.0003,0.002,0.010,0.026,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2008/11/3 上午 09:15:00,1346,3.3,26.8,25.0,8.3,461,8.1,8.2,101.6,<1.0,8.1,195,3500,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2008/10/2 上午 07:55:00,1346,3.3,26.4,20.8,8.2,396,8.1,8.2,91.4,1.9,105,4730,3000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2008/9/3 上午 08:55:00,1346,2.3,24.5,23.3,7.9,590,8.4,8.5,99.8,<1.0,<4.0,90.9,4300,0.03,--,0.062,1.08,0.25,0.004,<0.001,<0.003,<0.002,0.0023,<0.0003,0.002,0.007,0.033,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2008/8/7 上午 10:05:00,1346,3.3,29.1,25.1,7.7,490,8.9,9.1,106.9,1.3,41.8,2610,9200,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2008/7/9 下午 12:29:00,1346,3.3,31.7,29.4,8.3,580,7.4,7.6,102.9,<1.0,4.1,121,2300,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2008/6/4 上午 08:22:00,1346,3.3,24.5,23.0,8.2,604,8.5,8.7,104.9,<1.0,10.1,283,2100,0.18,--,0.229,0.50,0.39,0.007,<0.001,0.004,<0.002,0.0057,<0.0003,0.003,0.012,0.161,<0.001,<0.001,--,--,--,--
