採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
雙溪流域,雙溪,新北市,貢寮大橋,甲,2013/5/7 上午 09:45:00,1035,1.0,23.5,21.8,7.4,107,--,8.9,101.1,<1.0,6.0,4.3,5500,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2013/4/9 上午 08:35:00,1035,1.0,21.2,19.2,7.1,98,--,9.1,98.8,<1.0,<4.0,3.5,4300,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2013/3/2 上午 08:35:00,1035,1.0,18.4,17.7,7.2,100,--,8.8,91.6,<1.0,<4.0,4.9,18000,<0.01,--,0.029,0.72,0.46,0.005,<0.001,<0.003,<0.002,0.0003,<0.0003,0.001,0.012,0.006,<0.001,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2013/2/2 上午 08:35:00,1035,1.0,18.8,19.0,7.2,113,--,9.1,97.5,<1.0,<4.0,1.4,2400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2013/1/8 上午 08:35:00,1035,1.0,17.9,18.6,7.0,80,--,9.1,96.7,<1.0,4.5,5.5,6400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/12/3 上午 10:45:00,1332,1.0,17.9,16.5,7.9,141,--,10.6,108.4,<1.0,<4.0,<1.0,190,<0.01,--,0.076,--,0.26,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,<0.002,<0.005,<0.001,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/11/7 上午 11:45:00,1332,1.0,23.0,21.1,7.3,110,--,9.0,101.1,<1.0,<4.0,7.8,380,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/10/2 上午 11:35:00,1332,1.0,31.8,23.9,7.7,130,--,8.7,102.8,<1.0,<4.0,<1.0,310,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/9/4 上午 10:15:00,1332,2.3,29.8,22.3,7.4,115,--,8.8,101.9,<1.0,<4.0,65.0,1600,<0.01,--,0.171,--,0.45,--,<0.001,<0.003,<0.002,0.0013,<0.0003,0.002,0.019,0.042,<0.001,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/8/6 上午 10:15:00,1332,1.0,29.5,27.2,8.0,176,--,8.7,109.8,<1.0,<4.0,1.6,290,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/7/4 上午 10:55:00,1332,1.0,32.2,28.3,8.2,192,--,8.1,105.1,<1.0,<4.0,1.2,400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/6/6 下午 12:25:00,1332,1.0,27.9,24.6,8.2,186,--,8.0,101.9,<1.0,<4.0,1.6,500,0.04,--,0.029,--,0.31,--,<0.001,0.007,<0.002,0.0005,<0.0003,<0.001,0.004,<0.005,<0.001,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/5/8 下午 01:25:00,1332,1.0,22.3,20.2,7.6,147,--,9.4,103.1,<1.0,6.6,6.0,550,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/4/11 上午 10:55:00,1332,1.0,20.1,17.4,7.8,151,--,9.6,100.7,<1.0,<4.0,1.6,450,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/3/4 上午 10:25:00,1332,1.0,15.7,16.3,8.1,140,--,10.3,104.5,<1.0,<4.0,1.8,70,0.01,--,0.025,0.40,0.27,0.003,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.002,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/2/4 上午 05:45:00,1332,1.0,20.1,18.3,7.6,135,--,9.2,98.7,<1.0,<4.0,1.0,230,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/1/10 上午 08:05:00,1332,1.0,13.4,15.9,7.6,118,--,9.9,100.8,<1.0,<4.0,1.3,300,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/12/3 上午 11:25:00,1221,2.8,20.8,20.3,7.0,201,--,4.8,52.8,2.6,9.1,10.3,52000,1.34,--,0.402,--,0.86,--,<0.001,<0.003,<0.002,0.0022,<0.0003,0.003,0.008,0.063,<0.001,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/11/7 下午 12:25:00,1221,2.8,22.1,22.9,7.0,161,--,5.8,66.6,2.2,10.1,12.7,70000,1.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/10/2 下午 12:15:00,1221,3.3,32.8,27.3,7.1,149,--,4.6,58.2,2.7,10.3,36.1,62000,1.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/9/4 上午 11:55:00,1221,2.0,30.6,26.6,7.0,174,--,6.6,82.4,3.2,9.4,10.9,160000,0.87,--,0.299,--,1.04,--,<0.001,0.003,<0.002,0.0022,0.0004,0.003,0.022,0.084,<0.001,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/8/6 上午 11:05:00,1221,3.3,30.2,29.7,6.8,234,--,5.6,72.8,4.7,16.8,10.3,78000,2.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/7/4 上午 11:45:00,1221,5.0,32.6,30.0,7.2,253,--,5.4,71.8,5.8,30.4,19.4,46000,4.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/6/6 下午 01:15:00,1221,4.0,28.4,29.8,7.0,209,--,3.8,51.2,3.1,11.2,15.4,97000,1.58,--,0.432,--,1.04,--,<0.001,0.008,<0.002,0.0028,<0.0003,0.004,0.017,0.081,<0.001,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/5/8 下午 02:15:00,1221,4.3,22.5,21.9,7.0,148,--,6.5,74.3,4.3,12.6,132,68000,0.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/4/11 上午 11:45:00,1221,5.0,20.3,19.7,7.2,258,--,2.8,30.6,4.2,9.8,14.8,82000,3.79,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/3/4 上午 11:15:00,1221,4.5,18.9,18.5,7.3,247,--,3.8,40.6,1.9,14.4,15.2,73000,3.25,--,0.549,2.48,0.70,0.111,<0.001,<0.003,0.002,0.0028,<0.0003,0.003,0.019,0.078,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/2/4 上午 06:35:00,1221,4.5,20.2,21.9,7.2,215,--,3.0,33.7,3.2,13.0,30.7,35000,1.78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/1/10 上午 08:55:00,1221,4.5,13.6,18.1,7.1,181,--,4.9,51.3,4.2,11.3,66.9,260000,1.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/12/3 下午 12:10:00,1222,2.8,19.1,19.1,7.4,5140,--,5.3,57.9,1.7,13.8,11.2,5000,1.31,1520,0.185,--,0.66,--,<0.001,0.005,<0.002,0.0042,<0.0003,0.002,0.005,0.135,<0.001,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/11/7 下午 01:58:00,1222,3.3,22.6,23.4,7.0,363,--,4.6,53.9,1.7,11.6,25.6,20000,1.05,63.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/10/2 上午 10:49:00,1222,2.8,32.7,27.1,7.1,728,--,3.0,37.4,1.4,19.8,17.9,3000,0.68,158,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/9/4 上午 11:10:00,1222,3.3,30.8,27.7,7.0,1820,--,3.5,44.6,1.6,12.9,24.2,8000,0.55,462,0.309,--,0.50,--,<0.001,<0.003,<0.002,0.0045,<0.0003,0.002,0.014,0.156,<0.001,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/8/6 下午 12:05:00,1222,3.3,32.5,32.1,7.4,17700,--,3.0,43.9,4.4,18.8,19.0,1400,0.93,5960,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/7/4 上午 10:05:00,1222,2.5,32.5,32.1,7.7,25000,--,8.1,116.9,4.8,13.5,34.9,15000,0.96,8960,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/6/6 上午 10:55:00,1222,4.0,27.4,27.9,7.1,3460,--,2.3,29.2,2.4,21.9,44.1,72000,1.05,964,0.299,--,0.45,--,<0.001,0.005,<0.002,0.0057,<0.0003,0.004,0.011,0.157,<0.001,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/5/8 上午 11:45:00,1222,4.8,25.5,23.8,7.2,9890,--,2.4,30.0,2.5,18.3,67.1,26000,1.64,2850,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/4/11 下午 12:55:00,1222,4.0,20.0,19.4,7.4,7550,--,2.2,26.2,1.5,11.5,42.9,13000,2.38,2290,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/3/4 下午 04:50:00,1222,3.3,19.5,18.9,7.4,2490,--,5.3,57.0,1.2,10.7,22.7,3700,2.65,701,0.195,2.64,0.77,0.123,<0.001,<0.003,0.002,0.0052,<0.0003,0.002,0.009,0.117,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/2/4 上午 05:00:00,1222,4.0,21.0,22.4,7.3,1150,--,3.9,45.2,2.5,24.5,26.9,7100,1.24,256,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/1/10 上午 09:50:00,1222,3.3,13.9,17.3,7.2,578,--,5.5,56.7,1.1,10.3,27.6,24000,1.08,147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2013/12/3 上午 07:25:00,1346,1.0,10.5,14.1,8.2,481,--,9.5,94.3,<1.0,<4.0,7.7,380,<0.01,--,0.074,--,0.15,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.026,0.024,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2013/11/7 上午 08:25:00,1346,3.3,21.3,20.3,8.1,459,--,9.1,102.3,<1.0,11.1,462,1400,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2013/10/2 上午 07:25:00,1346,3.3,26.2,21.5,8.1,456,--,8.5,98.8,<1.0,<4.0,1520,8500,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2013/9/4 上午 06:55:00,1346,3.3,23.2,22.2,7.9,400,--,8.5,100.4,<1.0,<4.0,534,4500,<0.01,--,0.270,--,0.42,--,<0.001,0.008,<0.002,0.0059,0.0005,0.013,0.059,0.295,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2013/8/6 上午 06:55:00,1346,2.3,24.0,23.3,8.3,532,--,8.5,101.4,<1.0,<4.0,66.3,1600,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2013/7/4 上午 06:55:00,1346,2.3,26.4,23.1,8.2,578,--,8.2,99.0,<1.0,<4.0,59.2,35000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2013/6/6 上午 07:25:00,1346,1.0,22.5,22.4,8.3,509,--,8.5,100.2,<1.0,<4.0,5.6,4000,<0.01,--,0.016,--,0.52,--,<0.001,<0.003,<0.002,0.0005,<0.0003,0.001,0.010,0.024,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2013/5/8 上午 08:25:00,1346,3.3,25.5,21.2,8.2,565,--,8.6,98.9,<1.0,<4.0,328,1600,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2013/4/11 上午 07:25:00,1346,3.3,17.8,16.8,8.3,634,--,9.3,97.9,<1.0,5.8,508,4000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2013/3/4 下午 01:15:00,1346,1.0,21.2,22.0,8.4,480,--,8.5,99.0,<1.0,<4.0,12.7,1300,<0.01,--,0.007,0.34,0.08,0.003,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.004,0.011,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2013/2/4 上午 08:15:00,1346,1.5,20.1,18.5,8.3,535,--,8.9,97.3,2.0,4.2,41.4,140,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2013/1/10 上午 11:25:00,1346,3.3,13.0,17.1,8.3,469,--,9.1,96.2,<1.0,7.3,321,900,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/12/3 上午 08:05:00,1223,1.0,10.5,15.8,7.2,58,--,9.7,99.1,<1.0,<4.0,<1.0,1600,<0.01,--,0.079,--,0.79,--,<0.001,0.004,<0.002,<0.0003,<0.0003,<0.001,0.005,<0.005,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/11/7 上午 09:05:00,1223,1.0,21.1,20.5,7.0,51,--,9.2,103.8,<1.0,<4.0,2.7,3100,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/10/2 上午 08:05:00,1223,1.0,27.2,21.6,7.0,52,--,8.8,102.7,<1.0,<4.0,1.3,3500,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/9/4 上午 07:35:00,1223,1.0,25.5,21.6,6.9,55,--,8.8,101.7,<1.0,<4.0,1.1,7800,<0.01,--,0.040,--,0.86,--,<0.001,<0.003,<0.002,0.0004,<0.0003,<0.001,0.007,<0.005,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/8/6 上午 07:35:00,1223,1.0,25.9,23.8,7.0,78,--,8.2,97.5,<1.0,<4.0,1.6,4400,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/7/4 上午 07:35:00,1223,1.0,27.1,23.1,7.7,73,--,8.4,100.3,<1.0,<4.0,1.4,7300,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/6/6 上午 08:05:00,1223,1.0,24.1,21.4,7.6,58,--,8.7,100.2,<1.0,<4.0,1.8,3100,<0.01,--,0.029,--,0.76,--,<0.001,<0.003,<0.002,0.0003,<0.0003,<0.001,0.006,<0.005,0.003,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/5/8 上午 09:05:00,1223,1.0,25.6,20.1,7.6,58,--,9.0,100.2,<1.0,4.5,5.0,4900,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/4/11 上午 08:05:00,1223,1.0,17.2,17.4,7.4,64,--,9.6,101.7,<1.0,<4.0,2.9,860,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/3/4 下午 01:55:00,1223,1.0,21.4,17.5,7.5,53,--,9.8,103.1,<1.0,<4.0,2.1,430,<0.01,--,0.017,0.23,0.64,0.002,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.004,<0.005,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/2/4 上午 08:55:00,1223,1.0,25.7,19.0,7.1,64,--,9.4,101.8,1.1,<4.0,3.5,2500,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/1/10 下午 12:05:00,1223,1.0,13.0,16.6,7.1,46,--,9.8,101.6,<1.0,<4.0,2.1,780,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2013/12/3 上午 08:55:00,1224,1.5,14.4,17.2,8.0,507,--,9.3,96.2,<1.0,<4.0,49.3,12000,0.02,--,0.130,--,0.32,--,<0.001,0.008,<0.002,0.0006,<0.0003,0.005,0.012,0.119,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2013/11/7 上午 09:55:00,1224,3.3,21.6,21.2,8.2,373,--,8.8,98.9,<1.0,26.3,1480,12000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2013/10/2 上午 08:55:00,1224,3.3,30.2,23.9,8.1,423,--,8.4,100.0,<1.0,<4.0,1420,4500,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
