採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2010/7/1 下午 03:00:00,1334,7.0,34.5,31.6,7.1,574,3.5,3.6,48.5,7.4,28.6,50.4,180000,4.70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2010/6/7 下午 03:20:00,1334,7.0,31.2,29.5,7.6,639,4.4,4.6,60.1,12.8,40.7,50.5,510000,7.84,--,1.66,5.42,0.81,0.170,<0.001,0.003,<0.002,0.0023,<0.0003,0.011,0.027,0.235,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2010/5/1 下午 01:10:00,1334,8.3,31.0,27.0,7.6,609,1.9,1.9,23.5,16.5,47.7,36.2,740000,7.46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2010/4/2 下午 12:30:00,1334,8.3,28.9,26.2,7.7,658,0,0.3,3.6,18.2,48.9,35.9,750000,6.38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2010/3/4 下午 12:17:00,1334,9.0,30.5,27.5,7.6,746,0,0.7,8.6,20.7,49.4,74.1,720000,7.83,--,1.91,7.07,0.01,0.006,<0.001,<0.003,<0.002,0.0009,<0.0003,0.002,0.035,0.119,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2010/2/3 下午 12:20:00,1334,6.3,28.5,25.4,7.5,623,2.6,2.8,34.5,10.2,29.0,30.9,420000,4.80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2010/1/5 下午 02:00:00,1334,6.3,25.4,24.6,7.6,583,3.0,3.2,38.3,8.2,20.0,45.4,480000,3.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2010/12/2 下午 12:00:00,1512,2.3,25.6,24.8,7.8,506,8.1,8.1,96.3,1.2,5.6,83.5,45000,0.36,--,0.129,0.91,0.65,0.046,<0.001,<0.003,<0.002,0.0015,<0.0003,0.003,0.012,0.163,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2010/11/10 下午 12:00:00,1512,3.3,26.1,24.4,7.9,473,7.8,8.0,95.1,<1.0,7.3,206,32000,0.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2010/10/4 下午 12:00:00,1512,1.5,32.9,29.4,7.9,470,7.9,8.0,105.5,<1.0,5.0,47.7,37000,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2010/9/16 下午 12:00:00,1512,1.5,34.0,30.7,8.1,459,8.0,8.1,108.5,<1.0,5.4,30.0,37000,0.13,--,0.068,2.42,0.92,0.036,<0.001,0.005,<0.002,0.0012,<0.0003,<0.001,0.008,0.101,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2010/8/14 下午 12:00:00,1512,3.3,35.2,31.2,7.9,449,7.5,7.6,103.4,<1.0,7.8,188,25000,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2010/7/1 下午 12:00:00,1512,3.3,36.2,31.6,8.2,432,7.4,7.5,102.5,<1.0,6.9,109,28000,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2010/6/7 下午 12:05:00,1512,3.3,30.6,30.2,7.2,575,7.6,7.5,100.7,1.9,10.8,160,50000,0.27,--,0.159,2.22,0.48,0.068,<0.001,0.005,<0.002,0.0026,<0.0003,0.003,0.016,0.248,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2010/5/1 下午 12:00:00,1512,3.3,30.1,26.5,7.9,508,7.6,7.7,96.1,<1.0,21.3,932,47000,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2010/4/2 下午 12:00:00,1512,3.3,26.8,25.9,8.2,552,7.8,7.8,96.5,<1.0,8.2,194,67000,0.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2010/3/4 下午 12:00:00,1512,3.3,31.1,25.4,7.8,551,7.8,8.0,97.1,<1.0,21.7,962,47000,0.23,--,0.494,0.98,0.35,0.037,<0.001,0.016,<0.002,0.0071,<0.0003,0.007,0.028,1.07,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2010/2/3 下午 12:00:00,1512,3.3,26.6,22.8,8.2,537,8.6,8.6,99.3,<1.0,11.2,248,38000,0.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2010/1/5 下午 12:00:00,1512,1.5,25.5,21.6,8.1,530,8.5,8.5,96.7,<1.0,5.4,47.1,25000,0.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2010/12/2 下午 01:08:00,1336,2.3,27.4,25.0,7.9,584,7.8,7.8,93.1,1.1,5.8,56.4,35000,0.44,--,0.131,0.91,0.65,0.060,<0.001,0.004,<0.002,0.0022,<0.0003,0.004,0.014,0.243,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2010/11/10 下午 01:05:00,1336,3.3,29.0,25.1,7.8,510,7.4,7.6,91.5,<1.0,7.1,239,32000,0.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2010/10/4 下午 01:10:00,1336,2.0,34.8,30.3,7.6,539,6.2,6.3,85.0,<1.0,5.6,37.1,43000,0.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2010/9/16 下午 01:10:00,1336,1.5,34.2,31.3,8.0,553,6.6,6.7,89.8,1.3,5.6,33.1,11000,0.13,--,0.135,1.44,0.89,0.046,<0.001,<0.003,<0.002,0.0018,<0.0003,0.002,0.012,0.155,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2010/8/14 下午 01:18:00,1336,3.3,34.7,32.0,7.9,512,6.6,6.9,95.2,<1.0,9.8,284,22000,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2010/7/1 下午 01:00:00,1336,3.8,36.4,32.3,7.8,472,6.2,6.4,88.0,<1.0,10.5,145,32000,0.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2010/6/7 下午 01:10:00,1336,4.5,32.1,31.7,7.4,618,4.2,4.3,58.9,1.5,9.8,131,20000,0.43,--,0.037,2.19,0.55,0.118,<0.001,0.006,<0.002,0.0041,<0.0003,0.003,0.018,0.372,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2010/5/1 下午 01:10:00,1336,3.3,28.1,27.2,7.7,543,7.0,7.2,90.7,<1.0,20.3,829,39000,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2010/4/2 下午 01:05:00,1336,3.3,26.9,26.4,8.2,571,7.3,7.2,89.4,<1.0,10.2,218,22000,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2010/3/4 下午 01:07:00,1336,3.3,31.5,27.2,7.8,573,7.1,7.3,91.8,<1.0,16.3,590,37000,0.19,--,0.306,0.92,0.36,0.041,<0.001,0.017,<0.002,0.0058,<0.0003,0.006,0.028,0.707,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2010/2/3 下午 01:08:00,1336,2.3,30.5,24.8,7.8,567,7.8,7.8,93.6,<1.0,6.6,69.4,7200,0.32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2010/1/5 下午 01:10:00,1336,2.3,25.4,23.8,7.8,590,7.1,7.1,84.1,1.0,7.2,90.7,26000,0.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2010/12/2 上午 10:00:00,1511,3.3,23.2,22.1,8.3,468,8.5,8.5,98.0,<1.0,5.2,136,250,<0.01,--,0.054,0.56,0.06,0.002,<0.001,0.004,<0.002,0.0013,<0.0003,0.004,0.017,0.332,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2010/11/10 上午 10:00:00,1511,3.3,27.7,22.8,8.2,415,8.6,8.8,104.7,<1.0,<4.0,102,120,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2010/10/4 上午 10:11:00,1511,3.3,33.0,25.4,8.4,393,8.1,8.3,104.6,<1.0,9.6,507,800,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2010/9/16 上午 10:00:00,1511,3.3,33.5,26.0,8.4,421,7.9,7.9,102.8,<1.0,<4.0,102,720,<0.01,--,0.015,0.58,0.28,0.002,<0.001,<0.003,<0.002,0.0007,<0.0003,0.001,0.012,0.138,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2010/8/14 上午 10:00:00,1511,3.3,32.3,27.5,8.4,431,7.8,8.0,104.4,<1.0,4.2,155,400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2010/7/1 上午 10:07:00,1511,3.3,33.9,27.6,8.2,466,8.0,8.2,104.5,<1.0,8.6,374,1000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2010/6/7 上午 10:10:00,1511,3.3,29.1,24.9,7.2,570,8.4,8.4,103.8,<1.0,7.4,292,330,0.03,--,0.051,0.60,0.52,0.011,<0.001,0.008,<0.002,0.0023,<0.0003,0.005,0.027,0.332,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2010/5/1 上午 10:09:00,1511,3.3,27.8,24.0,8.0,538,8.3,8.4,100.3,<1.0,4.3,146,130,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2010/4/2 上午 10:10:00,1511,2.3,27.8,24.8,8.2,606,8.7,8.7,105.2,<1.0,4.4,70.3,130,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2010/3/4 上午 10:00:00,1511,3.3,28.2,22.9,8.0,571,8.5,8.6,100.4,<1.0,<4.0,123,6900,<0.01,--,0.088,0.96,0.07,0.005,<0.001,0.010,<0.002,0.0015,<0.0003,0.001,0.004,0.174,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2010/2/3 上午 10:05:00,1511,1.0,25.2,20.2,8.4,528,9.1,9.2,101.5,<1.0,<4.0,10.2,15,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2010/1/5 上午 10:00:00,1511,2.3,20.9,17.7,8.3,495,9.4,9.4,101.5,<1.0,<4.0,66.0,110,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2010/12/2 上午 11:50:00,1338,1.0,26.0,23.3,8.0,494,7.9,8.2,97.0,<1.0,8.8,13.8,65,0.01,--,0.057,0.30,0.04,0.004,<0.001,0.012,<0.002,0.0017,<0.0003,0.004,0.036,0.813,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2010/11/10 下午 12:40:00,1338,3.3,25.3,24.0,8.1,491,8.3,8.3,98.4,<1.0,16.3,923,650,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2010/10/4 下午 12:47:00,1338,3.3,28.3,26.3,8.1,457,8.6,8.6,106.1,<1.0,51.5,2270,450,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2010/9/16 下午 12:40:00,1338,3.3,30.1,28.9,8.1,463,7.6,7.6,98.1,<1.0,38.3,1300,500,0.03,--,0.190,0.42,0.13,0.004,<0.001,0.030,<0.002,0.0051,<0.0003,0.012,0.040,1.58,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2010/8/14 下午 12:40:00,1338,3.3,34.5,29.6,7.6,461,7.6,7.7,102.1,<1.0,33.9,1980,400,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2010/7/1 下午 12:35:00,1338,3.3,30.6,29.5,8.1,430,7.4,7.5,98.9,<1.0,41.9,2150,300,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2010/6/7 上午 11:00:00,1338,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2010/5/1 上午 11:36:00,1338,3.3,28.4,26.7,8.0,585,8.0,8.0,100.1,<1.0,9.5,555,400,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2010/4/2 下午 12:40:00,1338,3.3,27.4,25.6,8.0,596,8.0,8.0,98.5,<1.0,14.1,861,750,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2010/3/4 上午 11:25:00,1338,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2010/2/3 上午 11:23:00,1338,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2010/1/5 上午 11:40:00,1338,3.3,19.4,21.2,8.1,552,8.8,8.8,99.6,<1.0,20.0,1350,350,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2010/12/2 上午 11:39:00,1654,1.5,25.6,24.2,7.7,600,6.2,6.3,76.5,<1.0,<4.0,10.0,120,<0.01,--,0.055,0.28,0.02,0.001,<0.001,<0.003,<0.002,0.0005,<0.0003,<0.001,0.003,0.206,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2010/11/10 上午 09:04:00,1654,3.3,26.8,21.8,8.0,458,8.3,8.5,97.6,<1.0,43.1,2160,550,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2010/10/4 下午 12:30:00,1654,3.3,31.2,27.1,8.2,453,7.7,7.8,99.5,<1.0,85.2,1110,4000,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2010/9/16 上午 11:25:00,1654,3.3,32.7,29.3,8.2,426,8.0,8.0,106.3,<1.0,67.9,5020,100,0.03,--,0.125,0.57,0.22,0.005,<0.001,0.068,<0.002,0.0057,<0.0003,0.043,0.175,2.31,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2010/8/14 上午 10:40:00,1654,3.3,32.6,28.6,8.0,468,7.0,7.1,92.3,<1.0,27.1,1270,550,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2010/7/1 上午 10:35:00,1654,3.3,33.6,28.9,7.4,449,7.3,7.4,96.3,<1.0,33.2,2080,400,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2010/6/7 上午 11:25:00,1654,3.3,29.3,27.1,7.8,600,8.2,8.3,105.9,<1.0,75.1,4500,750,0.04,--,0.212,0.84,0.37,0.009,<0.001,0.042,<0.002,0.0108,<0.0003,0.030,0.099,2.72,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2010/5/1 上午 10:00:00,1654,2.3,29.6,25.0,7.3,565,3.9,3.9,47.3,<1.0,<4.0,3.6,80,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2010/4/2 上午 10:05:00,1654,2.8,26.4,24.0,7.7,601,3.7,3.9,46.6,<1.0,<4.0,20.4,150,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2010/3/4 上午 10:00:00,1654,2.0,29.4,24.0,7.6,699,5.4,5.5,66.5,<1.0,<4.0,20.1,45,0.01,--,0.059,0.58,<0.01,<0.001,<0.001,0.008,<0.002,0.0006,<0.0003,<0.001,<0.002,0.388,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2010/2/3 上午 10:00:00,1654,1.0,27.4,24.9,8.1,695,7.8,8.0,97.9,<1.0,<4.0,<1.0,250,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2010/1/5 上午 09:45:00,1654,1.0,22.4,21.1,8.5,574,8.2,8.5,96.1,<1.0,<4.0,3.6,780,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2010/12/2 下午 12:43:00,1339,3.3,26.0,22.2,8.0,478,8.1,8.3,96.0,<1.0,20.9,1030,1400,0.03,--,0.088,0.25,0.08,0.005,<0.001,0.021,<0.002,0.0036,<0.0003,0.015,0.053,1.08,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2010/11/10 上午 10:09:00,1339,3.3,26.1,23.4,8.0,445,8.4,8.5,99.8,<1.0,49.1,2930,1000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2010/10/4 下午 01:35:00,1339,3.3,29.4,26.4,7.9,414,7.6,7.7,95.9,<1.0,39.7,1390,750,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2010/9/16 下午 12:24:00,1339,3.3,33.1,28.4,8.1,419,7.8,8.0,104.2,<1.0,85.4,4030,600,0.03,--,0.453,0.66,0.28,0.004,<0.001,0.031,<0.002,0.0134,<0.0003,0.022,0.075,2.04,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2010/8/14 上午 11:50:00,1339,3.3,33.4,30.0,8.2,469,7.3,7.4,98.0,<1.0,49.6,2150,350,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2010/7/1 上午 11:50:00,1339,3.3,34.0,29.0,7.2,426,7.3,7.4,95.5,<1.0,45.7,2310,400,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2010/6/7 下午 12:28:00,1339,3.3,29.4,28.6,8.0,539,8.1,8.3,107.8,1.3,18.3,2800,4000,0.06,--,0.002,0.60,0.37,0.009,<0.001,0.034,<0.002,0.0061,<0.0003,0.027,0.104,2.61,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2010/5/1 上午 10:56:00,1339,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2010/4/2 上午 10:43:00,1339,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2010/3/4 上午 10:30:00,1339,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2010/2/3 上午 10:34:00,1339,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2010/1/5 上午 10:26:00,1339,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2010/12/2 下午 02:20:00,1201,3.3,28.6,25.5,8.0,532,7.9,8.0,98.4,<1.0,8.1,299,25000,0.04,--,0.059,0.45,0.46,0.016,<0.001,0.016,<0.002,0.0029,<0.0003,0.006,0.031,0.370,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2010/11/10 下午 02:00:00,1201,3.3,28.0,25.4,7.9,494,7.8,7.9,96.4,<1.0,12.9,588,130000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2010/10/4 下午 03:00:00,1201,3.3,29.3,27.0,8.1,450,7.4,7.5,94.4,<1.0,86.2,2510,75000,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2010/9/16 下午 02:10:00,1201,3.3,35.5,30.3,8.0,456,7.3,7.3,98.0,<1.0,28.1,640,22000,0.02,--,0.216,0.66,0.44,0.008,<0.001,0.034,<0.002,0.0058,<0.0003,0.015,0.062,1.14,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2010/8/14 下午 02:15:00,1201,3.3,34.0,32.0,8.1,472,7.6,7.6,104.3,<1.0,28.0,1210,2300,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2010/7/1 下午 02:10:00,1201,3.3,37.3,31.4,8.1,476,7.0,7.1,96.3,<1.0,26.6,1210,23000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2010/6/7 下午 02:21:00,1201,3.3,31.1,28.9,7.8,530,7.5,7.4,97.8,<1.0,77.1,2420,1500,0.03,--,0.564,0.67,0.36,0.016,<0.001,0.047,<0.002,0.0126,<0.0003,0.033,0.127,2.73,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2010/5/1 下午 02:10:00,1201,3.3,29.8,28.2,7.8,555,7.2,7.4,95.1,<1.0,26.8,1050,44000,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2010/4/2 下午 02:10:00,1201,3.3,26.4,26.8,8.3,589,7.5,7.4,92.8,1.1,12.7,369,120000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2010/3/4 下午 02:10:00,1201,3.3,31.5,28.7,7.9,590,7.0,7.2,92.6,<1.0,13.8,474,23000,0.06,--,0.329,1.02,0.52,0.041,<0.001,0.005,<0.002,0.0043,<0.0003,0.005,0.027,0.359,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2010/2/3 下午 02:00:00,1201,3.3,30.4,25.8,8.0,583,8.0,8.0,98.6,1.1,8.7,116,92000,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2010/1/5 下午 02:00:00,1201,3.3,25.4,23.6,8.1,579,8.0,8.0,94.1,<1.0,9.6,310,66000,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2010/12/2 上午 09:40:00,1509,2.3,24.3,21.4,8.1,480,8.7,8.7,101.5,<1.0,<4.0,52.8,7700,0.03,--,0.058,0.50,0.05,0.002,<0.001,<0.003,<0.002,0.0008,<0.0003,<0.001,0.013,0.165,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2010/11/10 上午 09:47:00,1509,3.3,24.1,20.8,8.1,468,8.9,8.8,98.9,<1.0,8.9,506,1000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
