採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
雙溪流域,雙溪,新北市,新寮大橋,甲,2010/2/2 上午 07:45:00,1034,1.0,20.9,17.8,7.4,122,9.2,9.4,99.2,<1.0,<4.0,1.6,19000,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,新寮大橋,甲,2010/1/12 上午 07:45:00,1034,1.0,13.7,15.1,6.9,88,10.0,10.2,100.4,<1.0,<4.0,3.6,7900,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2010/12/3 上午 08:35:00,1035,1.0,20.0,20.3,7.1,116,8.9,8.9,97.9,2.1,5.2,1.2,3400,<0.01,--,0.050,1.11,0.40,0.005,<0.001,<0.003,<0.002,0.0004,<0.0003,0.001,0.009,0.010,<0.001,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2010/11/2 上午 08:35:00,1035,1.0,19.2,19.8,7.2,112,8.7,9.0,97.7,<1.0,<4.0,1.7,8400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2010/10/5 上午 08:35:00,1035,1.0,23.0,21.5,7.1,96,8.4,8.6,96.8,<1.0,<4.0,2.2,4300,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2010/9/4 上午 08:35:00,1035,1.0,28.2,27.1,7.1,125,7.7,7.7,97.6,<1.0,<4.0,3.0,13000,<0.01,--,0.041,0.94,0.35,0.003,<0.001,<0.003,<0.002,0.0009,<0.0003,<0.001,0.045,0.029,<0.001,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2010/8/4 上午 08:35:00,1035,1.0,30.9,30.3,7.3,151,7.7,7.9,105.5,1.6,7.9,7.2,340,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2010/7/9 上午 08:35:00,1035,1.0,29.4,29.1,7.4,140,8.0,8.3,107.9,<1.0,<4.0,8.0,150,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2010/6/2 上午 08:35:00,1035,1.5,24.0,23.1,7.3,121,7.8,7.8,90.0,<1.0,<4.0,26.2,26000,0.03,--,0.076,0.66,0.37,0.005,<0.001,0.006,<0.002,0.0009,<0.0003,<0.001,0.021,0.040,<0.001,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2010/5/5 上午 08:35:00,1035,1.0,27.6,25.5,7.4,136,8.9,9.0,109.5,1.0,<4.0,8.8,500,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2010/4/7 上午 08:35:00,1035,2.3,19.1,19.0,7.1,134,8.3,8.6,91.4,<1.0,4.8,53.5,26000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2010/3/2 上午 08:38:00,1035,1.0,22.6,22.1,7.2,126,8.1,8.4,95.6,<1.0,<4.0,4.9,1700,0.01,--,0.029,1.38,0.42,0.011,<0.001,<0.003,<0.002,0.0005,<0.0003,<0.001,0.011,0.011,<0.001,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2010/2/2 上午 08:35:00,1035,1.0,19.3,18.6,7.4,123,8.5,8.7,92.4,<1.0,8.2,12.3,12000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2010/1/12 上午 08:35:00,1035,1.0,13.3,14.6,6.8,99,9.9,9.9,96.5,<1.0,4.4,17.5,7000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2010/12/6 下午 03:27:00,1292,1.0,26.4,20.5,8.2,178,10.3,10.5,116.5,<1.0,<4.0,1.5,200,<0.01,--,0.037,0.60,0.40,0.001,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.048,0.011,<0.001,<0.001,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2010/11/3 下午 02:25:00,1292,1.0,17.9,19.3,7.9,156,8.9,9.0,97.7,<1.0,<4.0,2.7,480,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2010/10/7 下午 02:35:00,1292,1.0,23.7,22.4,8.1,152,10.2,10.2,118.4,<1.0,5.2,2.6,330,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2010/9/6 下午 02:14:00,1292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2010/8/5 下午 01:47:00,1292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2010/7/6 下午 01:35:00,1292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2010/6/3 下午 02:35:00,1292,1.0,23.5,21.5,8.0,156,8.9,8.8,100.1,<1.0,<4.0,1.4,1000,0.02,--,0.033,0.76,0.46,0.002,<0.001,0.004,<0.002,0.0003,<0.0003,<0.001,0.008,<0.005,<0.001,<0.001,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2010/5/3 下午 01:41:00,1292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2010/4/8 下午 01:40:00,1292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2010/3/3 下午 02:35:00,1292,1.0,25.5,20.7,8.3,179,9.4,9.5,106.4,<1.0,7.0,<1.0,400,0.01,--,0.032,0.79,0.38,0.003,<0.001,<0.003,<0.002,0.0006,<0.0003,0.003,0.009,0.024,<0.001,<0.001,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2010/2/3 下午 02:35:00,1292,1.0,22.1,18.5,7.0,189,9.8,9.9,105.7,<1.0,<4.0,1.2,1000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2010/1/13 下午 02:35:00,1292,1.0,18.5,16.9,7.6,158,10.1,10.1,103.5,1.3,<4.0,2.2,150,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2010/12/6 下午 03:47:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2010/11/3 下午 02:55:00,1293,1.0,18.5,19.4,7.7,154,8.9,9.0,96.2,<1.0,<4.0,<1.0,470,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2010/10/7 下午 03:05:00,1293,1.0,23.5,26.8,7.8,157,6.8,6.9,83.2,<1.0,<4.0,1.6,5500,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2010/9/6 下午 02:06:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2010/8/5 下午 01:55:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2010/7/6 下午 01:42:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2010/6/3 下午 01:44:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2010/5/3 下午 01:32:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2010/4/8 下午 01:35:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2010/3/3 下午 02:06:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2010/2/3 下午 02:00:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2010/1/13 下午 02:01:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2010/12/7 下午 01:55:00,1332,1.0,18.6,17.6,7.9,148,9.7,9.8,102.7,<1.0,<4.0,1.2,220,<0.01,--,0.052,0.65,0.38,0.004,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.006,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2010/11/3 上午 07:15:00,1332,1.0,18.9,18.7,7.8,128,9.3,9.4,100.6,1.1,<4.0,1.9,440,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2010/10/8 下午 01:25:00,1332,1.0,27.4,23.1,8.2,141,8.7,8.8,103.0,<1.0,<4.0,1.0,700,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2010/9/7 下午 01:25:00,1332,1.0,31.5,29.0,8.6,206,8.3,8.2,106.6,<1.0,<4.0,1.5,650,<0.01,--,0.060,0.74,0.18,0.001,<0.001,0.003,<0.002,0.0008,<0.0003,<0.001,0.022,0.016,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2010/8/6 上午 07:10:00,1332,1.0,27.6,26.2,7.8,195,7.7,7.8,98.2,<1.0,<4.0,1.8,2400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2010/7/7 下午 01:55:00,1332,1.0,33.3,27.6,8.6,169,8.4,8.4,107.8,<1.0,<4.0,1.9,1400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2010/6/4 下午 02:25:00,1332,1.0,26.3,22.3,8.0,149,9.2,9.2,106.5,2.0,5.0,1.2,360,<0.01,--,0.037,0.73,0.40,0.004,<0.001,0.004,<0.002,0.0006,<0.0003,<0.001,0.012,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2010/5/4 上午 09:45:00,1332,1.0,28.2,22.8,7.9,168,9.6,9.5,111.3,<1.0,<4.0,<1.0,110,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2010/4/9 上午 09:45:00,1332,1.0,22.3,20.2,8.0,177,9.4,9.3,103.1,<1.0,<4.0,<1.0,90,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2010/3/4 上午 07:25:00,1332,1.0,22.0,19.7,7.3,136,9.0,9.2,101.4,<1.0,<4.0,1.1,75,0.01,--,0.069,0.81,0.31,0.008,<0.001,0.004,<0.002,0.0008,<0.0003,<0.001,0.027,0.006,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2010/2/4 上午 08:25:00,1332,1.0,18.9,17.5,7.4,164,9.7,9.8,102.6,<1.0,<4.0,<1.0,75,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2010/1/14 下午 01:05:00,1332,1.0,16.7,14.4,7.4,138,10.5,10.6,102.8,1.0,<4.0,<1.0,120,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2010/12/7 下午 02:45:00,1221,3.3,18.7,18.7,7.2,225,4.8,4.9,52.1,1.7,12.7,27.4,56000,1.15,--,0.317,3.09,0.96,0.115,<0.001,0.004,0.002,0.0035,<0.0003,0.004,0.022,0.136,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2010/11/3 上午 08:05:00,1221,2.0,19.1,20.5,7.1,213,6.1,6.2,67.9,1.5,5.7,19.3,60000,0.56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2010/10/8 下午 02:15:00,1221,4.0,27.0,25.7,7.1,224,2.9,3.0,36.6,3.0,14.9,30.3,39000,1.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2010/9/7 下午 02:15:00,1221,4.0,32.1,31.7,7.8,311,10.4,10.5,144.4,5.8,13.7,21.8,8000,1.01,--,0.430,6.10,0.27,0.131,<0.001,0.009,<0.002,0.0152,<0.0003,0.002,0.014,0.257,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2010/8/6 下午 03:05:00,1221,6.5,28.6,28.8,7.0,319,0.7,0.8,10.8,4.9,22.7,41.3,240000,5.79,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2010/7/7 下午 02:45:00,1221,4.5,33.0,30.3,7.1,287,2.7,2.8,37.4,4.7,12.8,35.5,45000,2.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2010/6/4 下午 03:15:00,1221,7.0,26.0,27.0,7.1,280,2.2,2.2,27.6,5.5,13.9,52.2,150000,3.24,--,1.24,4.75,0.48,0.034,<0.001,0.005,<0.002,0.0057,<0.0003,0.009,0.053,0.119,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2010/5/4 上午 10:25:00,1221,6.8,28.6,26.5,7.2,289,2.6,2.6,31.6,20.6,54.5,11.2,65000,4.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2010/4/9 上午 10:25:00,1221,5.0,22.9,22.1,7.1,249,2.5,2.6,30.0,3.9,12.1,16.4,7400,3.48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2010/3/4 上午 08:05:00,1221,3.5,21.6,22.3,7.2,225,2.2,2.2,25.4,2.3,9.5,14.4,41000,1.43,--,0.478,2.70,0.77,0.118,<0.001,<0.003,<0.002,0.0042,<0.0003,0.002,0.018,0.090,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2010/2/4 上午 09:05:00,1221,5.0,18.9,19.1,7.0,247,1.9,2.0,21.6,2.3,9.9,26.8,36000,2.83,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2010/1/14 下午 01:45:00,1221,3.3,16.9,17.6,7.1,244,4.9,4.9,51.1,4.0,12.3,16.5,45000,1.39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2010/12/7 下午 12:25:00,1222,3.3,18.8,19.3,7.4,3110,4.4,4.5,49.4,<1.0,10.2,23.1,7400,0.95,877,0.206,2.81,0.78,0.110,<0.001,<0.003,<0.002,0.0057,<0.0003,<0.001,0.005,0.103,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2010/11/3 上午 09:31:00,1222,2.0,19.5,20.2,7.2,615,5.1,5.2,56.3,1.2,11.7,11.8,42000,0.72,133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2010/10/8 下午 12:05:00,1222,4.0,27.6,25.3,7.2,1230,2.2,2.3,27.9,1.9,22.9,20.6,7300,1.08,283,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2010/9/7 上午 11:36:00,1222,4.5,31.3,30.6,7.3,23000,1.6,1.3,19.6,2.6,5.2,9.8,550,1.02,7340,0.418,1.54,0.04,0.049,<0.001,<0.003,<0.002,0.0114,<0.0003,<0.001,<0.002,<0.005,0.002,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2010/8/6 上午 09:15:00,1222,4.5,28.2,30.2,7.3,20400,0.2,0.4,4.7,2.4,19.1,17.0,5200,1.34,6970,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2010/7/7 上午 08:35:00,1222,4.0,32.8,31.9,7.4,14700,3.9,4.1,57.5,2.4,11.7,22.9,<10,1.28,4600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2010/6/4 下午 04:57:00,1222,3.5,26.3,24.8,7.5,1650,3.9,3.8,45.3,<1.0,10.6,19.1,13000,1.03,420,0.252,3.51,0.56,0.083,<0.001,0.007,<0.002,0.0069,<0.0003,0.002,0.021,0.146,0.002,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2010/5/4 下午 04:25:00,1222,4.0,29.0,28.8,8.5,12600,16.0,16.2,218.0,7.5,25.4,27.5,200,1.31,3910,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2010/4/9 上午 09:05:00,1222,4.8,23.9,21.0,7.1,722,4.3,4.3,47.8,5.5,13.3,18.0,26000,2.68,133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2010/3/4 下午 02:45:00,1222,3.5,25.3,25.9,7.3,498,4.3,4.3,52.6,2.7,16.9,19.5,3500,1.15,87.8,0.204,4.01,0.74,0.136,<0.001,0.004,<0.002,0.0065,<0.0003,0.002,0.018,0.161,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2010/2/4 下午 03:55:00,1222,4.0,19.7,20.4,7.6,1040,4.1,4.3,47.9,<1.0,10.2,26.1,6100,1.48,232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2010/1/14 上午 11:40:00,1222,2.0,16.2,14.8,7.5,5090,5.6,5.6,55.0,2.0,9.8,18.8,13000,0.85,1510,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2010/12/7 上午 07:55:00,1346,1.0,17.8,17.6,8.2,406,8.8,8.9,94.7,<1.0,<4.0,5.5,3800,<0.01,--,0.055,0.76,0.22,0.004,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.011,0.015,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2010/11/3 上午 10:35:00,1346,3.3,18.8,19.0,8.3,413,8.8,8.9,97.5,<1.0,15.6,221,1700,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2010/10/8 上午 08:00:00,1346,3.3,22.2,21.5,8.3,549,8.4,8.4,98.1,<1.0,8.5,2220,1500,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2010/9/7 上午 07:15:00,1346,1.5,24.8,23.0,8.3,620,7.8,7.9,94.9,2.1,4.7,21.0,14000,<0.01,--,0.051,2.00,0.49,0.004,<0.001,0.007,<0.002,0.0009,<0.0003,<0.001,0.012,0.058,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2010/8/6 上午 10:55:00,1346,3.3,28.8,24.9,8.2,670,7.7,7.7,95.5,<1.0,12.3,186,3700,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2010/7/7 上午 10:15:00,1346,1.5,32.7,27.6,8.2,488,7.5,7.7,100.3,2.5,5.8,39.4,190,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2010/6/4 上午 08:55:00,1346,3.3,26.7,23.0,8.2,643,8.4,8.3,100.0,<1.0,<4.0,120,4500,<0.01,--,0.060,0.61,0.39,0.005,<0.001,0.006,<0.002,0.0025,<0.0003,0.002,0.043,0.102,<0.001,<0.001,--,--,--,--
