採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L,
大甲溪流域,大甲溪,台中市,龍安橋,乙,2014/10/1 上午 11:10:00,1110,1,28.4,26.8,8.8,237,--,8.8,116.5,<1.0,<4.0,2.5,55,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,龍安橋,乙,2014/9/2 上午 11:10:00,1110,1,29.6,26.9,8.6,229,--,8.4,111.5,<1.0,<4.0,2.4,<10,0.06,--,0.008,--,0.64,--,<0.001,0.004,<0.002,0.0003,<0.0003,0.003,0.016,0.039,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,龍安橋,乙,2014/8/11 上午 11:11:00,1110,1,29.1,25.5,8.6,232,--,8.4,109.1,<1.0,<4.0,4.7,620,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,龍安橋,乙,2014/7/1 上午 11:00:00,1110,1,30,26.5,8.7,243,--,8.7,115.4,<1.0,<4.0,7.9,440,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,龍安橋,乙,2014/6/3 上午 11:00:00,1110,1,24.5,21.4,8.1,231,--,8.4,100.8,<1.0,<4.0,1.3,930,0.04,--,0.018,--,0.89,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.002,0.017,0.088,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,龍安橋,乙,2014/5/5 上午 11:05:00,1110,1.5,22.6,21.3,8.3,258,--,8.7,103.4,2.6,6.7,24.6,27000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,龍安橋,乙,2014/4/1 上午 11:10:00,1110,1,21,19.3,8.4,268,--,9.2,105.2,<1.0,<4.0,2.3,240,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,龍安橋,乙,2014/3/4 上午 11:03:00,1110,1,23.2,19.2,8.7,257,--,9.1,110.4,<1.0,<4.0,1.1,160,0.01,--,0.004,0.77,0.35,0.002,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.005,0.005,<0.001,<0.001,--,--,--,--,
大甲溪流域,大甲溪,台中市,龍安橋,乙,2014/2/5 上午 11:00:00,1110,1,21.1,19,8.7,252,--,9.5,107.4,1.1,<4.0,3,<10,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,龍安橋,乙,2014/1/6 上午 11:05:00,1110,1,19.2,16.9,8.6,247,--,10.1,109.3,<1.0,<4.0,1.2,20,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,東勢大橋(原名東豐大橋),乙,2014/12/1 下午 01:35:00,1111,1,24.2,21.7,8.7,253,--,9.1,108,<1.0,<4.0,6,140,0.02,--,0.043,--,0.36,--,<0.001,0.003,<0.002,<0.0003,<0.0003,0.001,0.006,0.012,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,東勢大橋(原名東豐大橋),乙,2014/11/3 下午 01:36:00,1111,1,24.7,23.6,8.8,247,--,8.8,108.2,<1.0,<4.0,1.5,10,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,東勢大橋(原名東豐大橋),乙,2014/10/1 下午 01:33:00,1111,1,27.8,26.2,8.7,223,--,8.6,110.8,<1.0,<4.0,3.4,540,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,東勢大橋(原名東豐大橋),乙,2014/9/2 下午 01:30:00,1111,1,31.2,27.6,8.9,203,--,8.6,113.5,<1.0,<4.0,1.6,150,0.04,--,0.01,--,0.55,--,<0.001,<0.003,<0.002,0.0004,<0.0003,0.001,0.006,0.005,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,東勢大橋(原名東豐大橋),乙,2014/8/11 下午 01:33:00,1111,1.5,29.7,24.6,8.4,201,--,8.4,104.9,<1.0,<4.0,21,770,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,東勢大橋(原名東豐大橋),乙,2014/7/1 下午 01:28:00,1111,1,31.6,26.4,8.5,194,--,8.6,111.2,<1.0,<4.0,17.5,600,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,東勢大橋(原名東豐大橋),乙,2014/6/3 下午 01:30:00,1111,1,24.8,20.4,8.2,208,--,9.1,105.7,1,<4.0,12.3,540,0.05,--,0.043,--,0.81,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.009,0.022,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,東勢大橋(原名東豐大橋),乙,2014/5/5 下午 01:30:00,1111,2.3,24.2,20.9,8.3,244,--,9.1,105.5,2,6.2,85.2,5300,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,東勢大橋(原名東豐大橋),乙,2014/4/1 下午 01:30:00,1111,1,22.5,18.6,8.6,247,--,9.7,108.9,<1.0,<4.0,5.7,400,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,東勢大橋(原名東豐大橋),乙,2014/3/4 下午 01:34:00,1111,1,22.1,18.7,8.7,252,--,9.6,107.1,<1.0,<4.0,5,20,0.02,--,0.009,0.84,0.54,0.005,<0.001,<0.003,<0.002,0.0004,<0.0003,0.001,0.005,0.008,<0.001,<0.001,--,--,--,--,
大甲溪流域,大甲溪,台中市,東勢大橋(原名東豐大橋),乙,2014/2/5 下午 01:20:00,1111,1,25.3,19.8,8.8,248,--,9.3,106.8,1.3,<4.0,2.8,40,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,東勢大橋(原名東豐大橋),乙,2014/1/6 下午 01:20:00,1111,1,21.7,17.6,8.6,237,--,10,108.4,<1.0,<4.0,1.8,430,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,長庚橋(取代石岡壩),乙,2014/12/1 下午 02:36:00,1112,3.3,22.5,21.8,8.8,253,--,8.8,104,<1.0,<4.0,186,550,0.02,--,0.1,--,0.37,--,<0.001,0.007,<0.002,0.0004,<0.0003,0.003,0.012,0.114,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,長庚橋(取代石岡壩),乙,2014/11/3 下午 02:39:00,1112,1,24.4,23.8,8.9,247,--,9.1,112,<1.0,<4.0,2.6,110,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,長庚橋(取代石岡壩),乙,2014/10/1 下午 02:36:00,1112,1,28.7,27.6,8.9,229,--,8.7,113.9,1.1,<4.0,3.1,440,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,長庚橋(取代石岡壩),乙,2014/9/2 下午 02:30:00,1112,1,30.6,28,9,208,--,8.9,118.2,1,<4.0,2.1,30,0.05,--,0.006,--,0.61,--,<0.001,<0.003,<0.002,0.0004,<0.0003,0.001,0.008,0.007,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,長庚橋(取代石岡壩),乙,2014/8/11 下午 02:35:00,1112,1,28.5,25.7,8.4,210,--,8.2,106.2,<1.0,<4.0,19.1,2200,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,長庚橋(取代石岡壩),乙,2014/7/1 下午 02:30:00,1112,1,30.6,27.1,8.5,201,--,8.1,105.9,<1.0,<4.0,13.5,740,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,長庚橋(取代石岡壩),乙,2014/6/3 下午 02:30:00,1112,1,24.8,21.3,8.2,214,--,9.1,107,<1.0,<4.0,15.2,940,0.06,--,0.008,--,0.9,--,<0.001,0.006,<0.002,0.0008,<0.0003,0.004,0.011,0.047,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,長庚橋(取代石岡壩),乙,2014/5/5 下午 02:20:00,1112,2.3,22.3,21.2,8.3,249,--,8.7,101.3,1.2,8.7,86.3,7800,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,長庚橋(取代石岡壩),乙,2014/4/1 下午 02:35:00,1112,1,23,19.4,8.7,251,--,9.7,109.4,1.2,<4.0,6.8,510,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,長庚橋(取代石岡壩),乙,2014/3/4 下午 02:15:00,1112,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,現場環境危及採樣作業人員安全未採樣
大甲溪流域,大甲溪,台中市,長庚橋(取代石岡壩),乙,2014/2/5 下午 02:10:00,1112,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,現場環境危及採樣作業人員安全未採樣
大甲溪流域,大甲溪,台中市,長庚橋(取代石岡壩),乙,2014/1/6 下午 02:30:00,1112,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,現場環境危及採樣作業人員安全未採樣
大甲溪流域,大甲溪,台中市,朴子口,丙,2014/12/1 上午 09:20:00,1113,1,24.6,21.1,8.3,266,--,9.3,107.7,<1.0,<4.0,10.6,6600,0.04,--,0.081,--,0.91,--,<0.001,0.004,<0.002,<0.0003,<0.0003,0.001,0.006,0.023,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,朴子口,丙,2014/11/3 上午 09:00:00,1113,1,23,20.9,8.4,249,--,9,108.9,<1.0,<4.0,5.2,5700,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,朴子口,丙,2014/10/1 上午 10:40:00,1113,1.5,28.7,25.1,8.3,229,--,8.7,108.7,1.7,7.8,46.4,9800,0.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,朴子口,丙,2014/9/2 上午 11:02:00,1113,1,31.2,25.8,8.7,208,--,9,114.2,1.1,<4.0,2.6,2200,0.07,--,0.003,--,2.07,--,<0.001,<0.003,<0.002,0.0005,<0.0003,0.001,0.007,0.007,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,朴子口,丙,2014/8/11 下午 01:50:00,1113,1,31.3,27.5,8.5,221,--,8.4,111.4,1.7,5,3.9,10000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,朴子口,丙,2014/7/1 上午 09:20:00,1113,1,31.2,25.4,8.2,217,--,8.6,107.1,1.6,<4.0,5.2,17000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,朴子口,丙,2014/6/3 上午 10:15:00,1113,1,24,21.6,7.9,213,--,8.4,99.1,1.6,<4.0,5,9700,0.05,--,0.059,--,3.95,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.005,0.01,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,朴子口,丙,2014/5/5 上午 10:30:00,1113,2.8,22.5,20.6,8.2,214,--,9.2,105.2,3.4,12.6,66.6,190000,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,朴子口,丙,2014/4/1 下午 02:30:00,1113,1,24.6,18.7,8.6,247,--,9.7,107.2,1,<4.0,5.5,6800,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,朴子口,丙,2014/3/4 上午 09:01:00,1113,1,17.5,16.3,8.2,252,--,9.9,103.2,<1.0,<4.0,5.4,6400,0.02,--,0.014,0.89,1.09,0.008,<0.001,<0.003,<0.002,0.0003,<0.0003,0.002,0.006,0.011,<0.001,<0.001,--,--,--,--,
大甲溪流域,大甲溪,台中市,朴子口,丙,2014/2/5 上午 10:42:00,1113,1,19.2,18,8.4,250,--,10.2,111.4,1.3,<4.0,5.2,3400,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,朴子口,丙,2014/1/6 上午 10:25:00,1113,1,19.5,16.5,8.5,246,--,10.6,111.3,<1.0,<4.0,2.1,18000,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/12/1 上午 10:20:00,1114,1,23.9,21.8,8.3,280,--,8.4,97.9,<1.0,<4.0,7,250,0.05,--,0.08,--,1.47,--,<0.001,0.006,<0.002,0.0003,<0.0003,0.005,0.012,0.036,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/11/3 上午 10:00:00,1114,1,23,22.1,8.6,260,--,10.1,118.6,<1.0,<4.0,8.9,690,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/10/1 上午 11:40:00,1114,1,30.9,25.9,8.3,237,--,8.2,104.3,1.2,<4.0,6.8,2100,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/9/2 下午 01:00:00,1114,1.5,31.6,26.6,8.3,225,--,8.4,107.3,1,<4.0,47.8,330,0.04,--,0.009,--,1.14,--,<0.001,0.003,<0.002,0.0007,<0.0003,0.002,0.013,0.111,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/8/11 下午 02:50:00,1114,1.5,28.3,26,8.4,216,--,8.2,105.4,<1.0,<4.0,23,4100,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/7/1 上午 10:06:00,1114,1.5,32.5,25.6,8.2,212,--,8.5,107.4,1,<4.0,26.8,6600,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/6/3 上午 11:14:00,1114,1.5,23.6,21.2,8.2,214,--,9.4,109.6,<1.0,<4.0,31,2700,0.02,--,0.022,--,1.03,--,<0.001,0.004,<0.002,0.0003,<0.0003,0.001,0.021,0.033,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/5/5 上午 11:20:00,1114,3.8,25,21.3,8.1,234,--,8.8,101,3.2,11.1,123,200000,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/4/1 下午 03:32:00,1114,1,25.1,19.3,8.4,259,--,9.4,104.9,1.2,<4.0,8.1,1700,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/3/4 上午 10:03:00,1114,1,19.2,17.8,8.5,258,--,10.2,110.1,<1.0,<4.0,5.1,670,0.02,--,0.046,1.01,0.82,0.007,<0.001,<0.003,<0.002,0.0003,<0.0003,0.002,0.011,0.011,<0.001,<0.001,--,--,--,--,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/2/5 上午 11:48:00,1114,1,22.5,20,8.6,234,--,12,135.1,1.5,<4.0,6.8,300,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/1/6 上午 11:20:00,1114,1,17.8,17,8.7,250,--,11,116.1,1,<4.0,1.7,710,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/12/1 上午 11:20:00,1115,4,23.2,26.8,8.1,1950,--,2.7,34.4,4.4,70.2,1.2,4100,2.76,--,0.257,--,0.1,--,<0.001,<0.003,<0.002,0.0003,<0.0003,0.001,0.033,0.086,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/11/3 上午 11:00:00,1115,2.3,24.1,25.1,8.2,927,--,6.5,80.3,9.1,43.7,11.1,4200,0.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/10/1 下午 02:00:00,1115,1,29.7,28.5,8.5,367,--,8.2,108.7,2,9.8,9.4,2700,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/9/2 下午 02:00:00,1115,1,32.2,26.7,8.4,290,--,8.4,106.6,<1.0,<4.0,15.8,1000,0.11,--,0.004,--,1.06,--,<0.001,<0.003,<0.002,0.0006,<0.0003,0.001,0.009,0.024,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/8/11 下午 03:50:00,1115,1.5,29,25.6,8.4,246,--,8,101.2,<1.0,<4.0,20.3,5300,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/7/1 上午 11:18:00,1115,1.5,32.3,25,8.4,218,--,8.5,105.6,1.1,<4.0,20.2,6600,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/6/3 下午 01:25:00,1115,1.5,25.4,19.8,8,246,--,9.4,106.2,<1.0,<4.0,32.6,3600,0.08,--,0.015,--,1.04,--,<0.001,0.004,<0.002,<0.0003,<0.0003,0.001,0.008,0.058,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/5/5 下午 01:38:00,1115,3.8,23.5,21.1,8.2,254,--,8.6,99.3,4.5,11.6,122,73000,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/4/1 下午 04:28:00,1115,1,23.5,18.9,8.4,292,--,8.8,97.5,1.3,4.7,6.2,950,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/3/4 上午 11:03:00,1115,1,18.8,18.4,8.5,311,--,9.8,105.8,1.4,4.4,2,2200,0.05,--,0.011,2.18,0.72,0.008,<0.001,<0.003,<0.002,0.0003,<0.0003,0.001,0.006,0.011,<0.001,<0.001,--,--,--,--,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/2/5 下午 01:34:00,1115,1.5,24.5,20.9,8.8,296,--,10.2,117,2.6,12.1,9.3,1300,0.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/1/6 下午 01:35:00,1115,1,21.2,17.6,8.5,378,--,8.8,95,2.7,12.6,1,3400,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/12/1 下午 12:19:00,1116,1.5,23.1,23.8,8.8,525,--,10.5,124,<1.0,<4.0,41.6,1100,0.06,30.8,0.072,--,1.21,--,<0.001,0.005,<0.002,0.0003,<0.0003,0.002,0.014,0.073,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/11/3 下午 01:56:00,1116,2.3,26.4,24.7,8.7,449,--,10.2,123,1.8,8.6,61.5,1700,0.08,22.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/10/1 上午 09:19:00,1116,1.5,28.4,27.3,8.6,402,--,10.2,128.9,1.8,7.3,20.1,8200,0.09,17.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/9/2 上午 09:46:00,1116,1,29.4,28.6,8.8,327,--,9.8,127.2,<1.0,<4.0,5.8,11000,0.09,11.1,0.008,--,0.68,--,<0.001,<0.003,<0.002,0.0006,<0.0003,0.001,0.009,0.018,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/8/11 下午 04:50:00,1116,1,30,28.2,8.7,251,--,8.3,108.2,<1.0,4,9.4,2500,0.05,5.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/7/1 上午 07:39:00,1116,2.8,30.2,26.2,8.2,254,--,8.4,105.3,4.6,14.1,67.6,26000,0.04,3.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/6/3 上午 08:34:00,1116,1.5,25.8,22.5,8.1,234,--,8.8,103,3.4,10.7,7.4,8600,0.07,2.9,0.019,--,1,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.007,0.031,<0.001,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/5/5 上午 09:09:00,1116,6,22,21.3,7.9,259,--,7.8,89.2,32.5,134,390,260000,0.53,6.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/4/1 下午 05:40:00,1116,1,21,20.7,8.2,359,--,8.6,97.8,2.3,9.2,15.6,3200,0.23,10.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/3/4 上午 07:00:00,1116,4.5,16.2,16.6,9.3,354,--,9.5,98,6,29.1,1260,2400,0.09,17.7,0.275,6.12,1.28,0.1,<0.001,0.051,<0.002,0.0008,<0.0003,0.034,0.208,0.841,<0.001,<0.001,--,--,--,--,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/2/5 上午 08:50:00,1116,2.5,19.5,18.3,8.1,420,--,9.6,102.9,4.5,15.6,40.3,6500,0.58,22.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/1/6 上午 08:45:00,1116,5,17,15.9,8.1,551,--,9.6,97.2,23.6,63.6,36.6,31000,1.22,27.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大安溪流域,大安溪,苗栗縣,協成橋,甲,2014/12/3 下午 01:25:00,1343,1,22.2,20.7,8.5,435,--,10.5,121.7,1.3,5.2,2.7,3200,0.04,--,0.058,--,0.24,--,<0.001,<0.003,<0.002,0.0007,<0.0003,0.001,0.01,0.027,<0.001,--,--,--,--,--,
大安溪流域,大安溪,苗栗縣,協成橋,甲,2014/11/5 下午 01:24:00,1343,1,25.8,24.3,8.5,429,--,9.8,121.9,1.1,4.7,4.8,2300,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大安溪流域,大安溪,苗栗縣,協成橋,甲,2014/10/3 下午 01:21:00,1343,1,29.2,28.4,8.4,410,--,9.1,122.3,1.6,5.5,4.2,2200,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大安溪流域,大安溪,苗栗縣,協成橋,甲,2014/9/4 下午 01:20:00,1343,1,31.5,29.5,8.6,346,--,9.1,123.6,1.2,4.2,4.2,5200,0.04,--,0.074,--,1.33,--,<0.001,<0.003,<0.002,0.001,<0.0003,0.001,0.009,0.045,<0.001,--,--,--,--,--,
大安溪流域,大安溪,苗栗縣,協成橋,甲,2014/8/8 下午 01:20:00,1343,1,33.6,30.4,8.6,337,--,8.8,124.2,1.8,8,2.6,6800,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大安溪流域,大安溪,苗栗縣,協成橋,甲,2014/7/2 下午 01:10:00,1343,1,31.4,29.4,8.6,297,--,9.9,136.7,1.5,5.5,4.3,2200,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大安溪流域,大安溪,苗栗縣,協成橋,甲,2014/6/5 下午 01:10:00,1343,1,27.2,26,8.6,351,--,9.1,118.3,1.4,5,7.5,4800,0.02,--,0.005,--,2.16,--,<0.001,<0.003,<0.002,0.0016,<0.0003,0.001,0.015,0.08,<0.001,--,--,--,--,--,
大安溪流域,大安溪,苗栗縣,協成橋,甲,2014/5/7 下午 01:20:00,1343,1.5,23,20.6,8.2,326,--,8.8,102.1,4.4,9.7,15.1,2700,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大安溪流域,大安溪,苗栗縣,協成橋,甲,2014/4/2 下午 01:03:00,1343,1,22.5,20.5,8.4,351,--,9.1,105.5,1.2,5.2,18.6,8100,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大安溪流域,大安溪,苗栗縣,協成橋,甲,2014/3/5 下午 01:00:00,1343,1,20.7,20.2,8.7,404,--,11.7,134.7,1.6,5.2,2.8,450,0.04,--,0.052,2.41,0.35,0.016,<0.001,<0.003,<0.002,0.0011,<0.0003,0.001,0.013,0.037,<0.001,<0.001,--,--,--,--,
大安溪流域,大安溪,苗栗縣,協成橋,甲,2014/2/6 下午 01:03:00,1343,1,25.1,20.8,8.6,401,--,10.6,123.4,1.9,7.6,1.5,550,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大安溪流域,大安溪,苗栗縣,協成橋,甲,2014/1/8 下午 01:10:00,1343,1,22.1,18.7,8.5,412,--,11.4,127.7,1.3,5,3.4,3300,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2014/12/3 下午 02:01:00,1344,1,24.4,21.4,8.5,430,--,10.2,120.2,<1.0,4.2,1.6,7500,0.09,--,0.055,--,0.2,--,<0.001,0.004,<0.002,0.0004,<0.0003,0.001,0.009,0.038,<0.001,--,--,--,--,--,
