採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L,
雙溪流域,雙溪,新北市,新寮大橋,甲,2014/12/4 上午 08:55:00,1034,1,15.2,17.8,7.2,98,--,9.3,97.4,<1.0,4.3,2.4,27000,0.1,--,0.043,--,0.36,--,<0.001,0.007,<0.002,<0.0003,<0.0003,0.002,0.009,0.016,<0.001,--,--,--,--,--,
雙溪流域,雙溪,新北市,新寮大橋,甲,2014/11/6 上午 07:55:00,1034,1,20.8,19,7.6,97,--,9.5,102.6,<1.0,<4.0,2.3,5700,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,新寮大橋,甲,2014/10/9 上午 07:55:00,1034,1,24,22.5,7.6,118,--,8.1,95,1,4.8,2.6,18000,0.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,新寮大橋,甲,2014/9/3 上午 07:55:00,1034,1,29.4,27.8,7.6,134,--,7.1,91.4,1.2,10,2.7,2700,0.32,--,0.087,--,0.25,--,<0.001,<0.003,<0.002,0.0005,<0.0003,0.002,0.008,0.027,<0.001,--,--,--,--,--,
雙溪流域,雙溪,新北市,新寮大橋,甲,2014/8/6 上午 07:55:00,1034,1,33,28.3,7.9,104,--,8.7,112.9,<1.0,5.8,2.2,16000,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,新寮大橋,甲,2014/7/2 上午 07:55:00,1034,1.5,31.3,26.8,7.8,106,--,8.6,107.9,3.8,10.4,<1.0,13000,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,新寮大橋,甲,2014/6/9 上午 08:25:00,1034,1,26.9,23.2,7.3,68,--,9.3,109.8,1.1,5.1,3.9,6900,0.29,--,0.039,--,0.45,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.012,0.006,<0.001,--,--,--,--,--,
雙溪流域,雙溪,新北市,新寮大橋,甲,2014/5/6 上午 09:00:00,1034,1,19.7,18.1,7.3,92,--,9.6,101.8,1.2,5.4,8.8,46000,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,新寮大橋,甲,2014/4/8 上午 08:55:00,1034,1,26.8,20.1,7.4,111,--,9.8,109.1,1.2,<4.0,3.2,41000,0.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,新寮大橋,甲,2014/3/4 上午 07:55:00,1034,1,15.3,16.7,7.4,90,--,9.8,100.8,<1.0,<4.0,1.7,41000,0.12,--,0.057,0.91,0.53,0.007,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.003,0.008,0.001,<0.001,--,--,--,--,
雙溪流域,雙溪,新北市,新寮大橋,甲,2014/2/14 上午 07:56:00,1034,1,13.2,15.8,7.2,71,--,10,100.6,<1.0,<4.0,2,1900,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,新寮大橋,甲,2014/1/7 上午 07:55:00,1034,1,16.5,16,7.3,100,--,9.9,100.7,<1.0,<4.0,1.2,1900,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2014/12/4 上午 09:45:00,1035,1,15.4,18,7.4,119,--,9,94.2,<1.0,<4.0,2.2,1900,0.02,--,0.028,--,0.51,--,<0.001,<0.003,<0.002,0.0004,<0.0003,0.002,0.01,0.02,<0.001,--,--,--,--,--,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2014/11/6 上午 08:45:00,1035,1,21.6,22.3,7.5,119,--,9.3,107.2,<1.0,<4.0,2.8,1500,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2014/10/9 上午 08:45:00,1035,1,24.1,23.4,7.2,134,--,7.4,86.9,<1.0,<4.0,2.9,300,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2014/9/3 上午 08:45:00,1035,1,30.9,29.1,7.6,135,--,7.4,97.5,<1.0,8.2,4.8,350,0.02,--,0.046,--,0.06,--,<0.001,<0.003,<0.002,0.0006,<0.0003,0.002,0.004,0.028,<0.001,--,--,--,--,--,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2014/8/6 上午 08:45:00,1035,1,31.2,29.3,7.5,124,--,8.3,108.5,1.1,7.6,3,65,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2014/7/2 上午 08:45:00,1035,1,30.4,28,7.5,118,--,8.4,107.8,1,<4.0,1.4,1300,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2014/6/9 上午 09:15:00,1035,1,27.8,23.7,7.1,82,--,9,106.2,<1.0,<4.0,5.8,6600,0.03,--,0.039,--,0.51,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.002,0.011,0.01,<0.001,--,--,--,--,--,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2014/5/6 上午 09:45:00,1035,1,18.9,18,7.3,101,--,9.5,101.1,1.1,4.4,9.8,6700,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2014/4/8 上午 09:45:00,1035,1,25.9,20.8,7.3,127,--,9.9,110.6,<1.0,<4.0,2.8,1100,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2014/3/4 上午 08:45:00,1035,1,15.9,16.8,7.2,101,--,9.8,100.9,<1.0,<4.0,1,2500,0.01,--,0.038,0.72,0.66,0.004,<0.001,0.007,<0.002,0.0004,<0.0003,0.002,0.006,0.006,0.002,<0.001,--,--,--,--,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2014/2/14 上午 08:45:00,1035,1,13.4,15.6,7.2,76,--,9.9,98.9,<1.0,<4.0,11.6,3000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2014/1/7 上午 08:45:00,1035,1,21.1,17.3,7.3,121,--,10,103.7,<1.0,<4.0,<1.0,38000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,甲,2014/12/2 下午 12:15:00,1332,1,15.2,17.9,7.3,142,--,9.8,103.7,<1.0,<4.0,<1.0,630,<0.01,--,0.035,--,0.33,--,<0.001,0.004,<0.002,<0.0003,<0.0003,<0.001,0.003,<0.005,<0.001,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,甲,2014/11/4 上午 07:55:00,1332,1,18.3,19.8,7.8,157,--,8.8,97.1,<1.0,<4.0,1.6,190,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,甲,2014/10/7 下午 12:55:00,1332,1,24.3,21.4,8.2,142,--,9.1,103.6,<1.0,<4.0,4.2,200,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,甲,2014/9/5 上午 07:25:00,1332,1,27.2,25,8,150,--,8.4,102.8,<1.0,6.4,3,250,<0.01,--,0.045,--,0.27,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.009,<0.005,<0.001,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,甲,2014/8/8 上午 11:35:00,1332,1,33.7,27.5,8.6,161,--,8.6,109.5,<1.0,<4.0,1.4,130,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,甲,2014/7/4 上午 08:55:00,1332,1,29.4,24.5,8.1,128,--,8.6,104.4,<1.0,6,1.8,1300,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,甲,2014/6/5 上午 09:55:00,1332,1,30.5,23,8,164,--,8.5,101.3,<1.0,4.1,1.8,510,<0.01,--,0.061,--,0.37,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.002,<0.005,<0.001,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,甲,2014/5/8 上午 11:35:00,1332,1,24.8,20.7,7.6,115,--,9.2,103.1,<1.0,5.2,1.8,440,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,甲,2014/4/10 上午 06:55:00,1332,1,19.8,19,7.6,158,--,9.1,98.2,<1.0,<4.0,<1.0,230,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,甲,2014/3/6 下午 01:55:00,1332,1,14.8,15.6,7,139,--,10.2,103.4,<1.0,<4.0,<1.0,290,<0.01,--,0.037,0.5,0.35,0.003,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.005,<0.005,<0.001,<0.001,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,甲,2014/2/7 上午 09:45:00,1332,1,17.8,18.2,8.2,154,--,10.1,108.6,<1.0,4.6,<1.0,280,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,甲,2014/1/9 上午 10:45:00,1332,1,14.4,15.9,7.8,135,--,10,100.7,<1.0,<4.0,1,110,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/12/2 下午 01:05:00,1221,3.5,15.1,18.3,7.1,200,--,4.3,45.7,1.9,11.5,12.3,82000,1.45,--,0.329,--,1.61,--,<0.001,<0.003,<0.002,0.0023,<0.0003,0.003,0.014,0.073,<0.001,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/11/4 上午 08:45:00,1221,6.8,17.8,20.1,7.2,262,--,1.1,12.4,7.4,20.1,12.4,61000,4.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/10/7 下午 01:45:00,1221,2.8,23.3,23.4,8,190,--,3.7,44.1,1.9,6.3,11.2,84000,0.96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/9/5 上午 08:15:00,1221,6.8,28.2,27.9,7,221,--,1.4,18.5,5,29.1,8.8,6200,3.02,--,0.736,--,0.21,--,<0.001,<0.003,<0.002,0.0048,<0.0003,0.004,0.012,0.16,<0.001,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/8/8 下午 12:25:00,1221,4.8,36.4,29.5,7,188,--,3.1,40.9,5.3,13.9,4,22000,1.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/7/4 上午 09:45:00,1221,2,31.6,27.5,7.1,177,--,4.8,61.7,1.2,10.2,9.8,23000,0.78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/6/5 上午 10:45:00,1221,2,31.4,26,7,179,--,5.2,65.6,3.8,9.3,14.4,260000,0.48,--,0.331,--,1.08,--,<0.001,0.01,<0.002,0.0016,<0.0003,0.004,0.016,0.046,<0.001,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/5/8 下午 12:25:00,1221,2,25.9,25.2,7.1,163,--,6.9,83.8,1.9,6.6,22.4,190000,0.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/4/10 上午 07:45:00,1221,6,21.9,22.9,7.2,279,--,1.3,14.5,3.3,11.3,6.9,65000,5.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/3/6 下午 02:35:00,1221,4,14.7,18.4,7.2,220,--,3.8,40.7,4.9,12.8,9,77000,2.62,--,0.589,2.84,0.64,0.076,<0.001,<0.003,0.002,0.0025,<0.0003,0.003,0.01,0.055,<0.001,<0.001,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/2/7 上午 10:25:00,1221,6,17.9,22,7.2,266,--,0.6,6.6,4.5,26.8,8.8,230000,3.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/1/9 上午 11:25:00,1221,3.5,14.2,18.6,7.2,186,--,4.5,47,2.4,5.3,10.2,65000,2.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/12/2 上午 07:58:00,1222,3.3,14.5,19.5,7.5,1050,--,4.7,50.6,1.4,13.5,25.9,2900,1.52,256,0.245,--,0.41,--,<0.001,0.005,<0.002,0.007,<0.0003,0.002,0.012,0.123,<0.001,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/11/4 上午 09:40:00,1222,3.5,18.2,22,7.2,3950,--,2.6,29.2,1.3,12.2,17.8,3300,1.95,1080,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/10/7 上午 11:18:00,1222,3.3,23.1,24.7,7.3,2340,--,3.5,41.8,1.6,15.6,25.2,15000,0.83,600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/9/5 上午 09:10:00,1222,3.3,30.4,31.1,7.2,10400,--,3.8,53.4,3.7,10.8,17.2,1200,0.92,3530,0.334,--,0.21,--,<0.001,0.005,<0.002,0.0064,<0.0003,0.002,0.007,0.166,<0.001,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/8/8 上午 10:35:00,1222,2.5,34.6,31.9,7.3,6860,--,5.7,79.8,4.5,17,17.8,2500,0.82,2080,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/7/4 下午 04:15:00,1222,2,31.4,32,7.6,2190,--,9.4,130,3.6,24.3,17.1,22000,0.65,634,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/6/5 下午 04:55:00,1222,4,23.6,25.7,7.1,437,--,3.5,53.1,2.5,9.3,93.5,34000,0.6,74.5,0.645,--,1.12,--,<0.001,0.013,<0.002,0.0135,<0.0003,0.016,0.056,0.14,<0.001,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/5/8 上午 06:25:00,1222,4,20.3,21.4,7.1,478,--,4.5,51.3,1.6,12.2,27.7,45000,1,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/4/10 上午 08:40:00,1222,4.5,22.5,22.3,7.3,9360,--,1.9,22.1,2.2,16.5,14.9,4300,2.35,2830,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/3/6 下午 03:30:00,1222,4,14.7,17.4,7.3,3950,--,3.4,35,1.5,12.7,21.9,5000,1.65,1150,0.272,1.82,0.78,0.104,<0.001,<0.003,<0.002,0.0049,<0.0003,0.002,0.006,0.104,<0.001,<0.001,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/2/7 上午 05:00:00,1222,3.3,17.3,20.8,7.2,9080,--,3.7,43.4,1.1,10.9,46.6,25000,0.85,2570,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/1/9 上午 06:00:00,1222,2.5,13.5,18.4,7.3,9540,--,5.3,57.2,1.7,8,20.6,7700,0.51,3090,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2014/12/2 上午 09:06:00,1346,2.3,14,17.6,8.3,544,--,9,95.6,<1.0,6.3,90.3,2500,<0.01,--,0.112,--,0.26,--,<0.001,0.007,<0.002,0.0003,<0.0003,0.003,0.016,0.063,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2014/11/4 上午 10:45:00,1346,1.5,16.8,19,8.4,572,--,9,98.7,<1.0,<4.0,34.4,5300,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2014/10/7 上午 07:55:00,1346,2.3,18.9,21.2,8.2,586,--,8.3,95.2,<1.0,<4.0,89.2,480,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2014/9/5 上午 10:15:00,1346,3.3,29.9,26.9,8.2,522,--,7.6,97.7,<1.0,16.2,342,650,<0.01,--,0.32,--,0.19,--,<0.001,0.008,<0.002,0.0013,<0.0003,0.004,0.017,0.169,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2014/8/8 上午 07:25:00,1346,3.3,29.4,23.8,8.3,522,--,8.4,103.1,<1.0,15.1,2260,13000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2014/7/4 下午 12:55:00,1346,3.3,33.2,28.5,8.3,593,--,7.5,100,<1.0,12.7,339,1700,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2014/6/5 下午 01:25:00,1346,1.5,31.4,25.3,8.3,573,--,8.2,101.3,<1.0,<4.0,42.2,5000,<0.01,--,0.058,--,0.31,--,<0.001,<0.003,<0.002,0.0009,<0.0003,0.003,0.008,0.036,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2014/5/8 上午 07:55:00,1346,3.3,22.2,20,8.2,667,--,8.6,97.4,<1.0,13.9,400,130000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2014/4/10 上午 10:05:00,1346,1,21.4,20.2,8.4,660,--,9,101.6,<1.0,<4.0,6.8,4000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2014/3/6 上午 09:55:00,1346,1,14.3,16.6,8.4,547,--,9.3,98,<1.0,<4.0,9,4900,0.07,--,0.063,0.37,0.25,0.005,<0.001,0.008,<0.002,<0.0003,<0.0003,0.001,0.005,0.013,0.002,<0.001,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2014/2/7 上午 06:25:00,1346,1,15.2,17.4,8.3,596,--,9.5,102,<1.0,5.1,7.2,2700,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2014/1/9 上午 07:25:00,1346,1,13.1,16.7,8.3,517,--,9.2,95.9,<1.0,<4.0,17,2500,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/12/2 上午 09:45:00,1223,1,14.4,17.2,7.5,58,--,9.7,101.5,<1.0,<4.0,<1.0,1700,<0.01,--,0.085,--,0.81,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.007,<0.005,0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/11/4 上午 11:25:00,1223,1,17.3,18.8,7.8,60,--,9.3,100.6,<1.0,<4.0,<1.0,2400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/10/7 上午 08:35:00,1223,1,21.2,20.6,7.6,60,--,9.1,101.9,<1.0,<4.0,1.1,2800,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/9/5 上午 10:55:00,1223,1,30.1,25.1,8,63,--,8.2,100.9,<1.0,6.6,6.8,4000,<0.01,--,0.073,--,0.53,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.022,0.009,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/8/8 上午 08:05:00,1223,1,30.5,23.3,7.7,62,--,8.5,102.4,<1.0,6.6,2.3,7400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/7/4 下午 01:35:00,1223,1,32.8,24.9,7.8,65,--,8.2,101.5,<1.0,5.8,1.4,3400,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/6/5 下午 02:05:00,1223,1,31.7,22.8,7.5,66,--,8.6,101.9,<1.0,<4.0,1.4,3500,<0.01,--,0.036,--,0.72,--,<0.001,<0.003,0.003,<0.0003,<0.0003,<0.001,0.002,<0.005,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/5/8 上午 08:35:00,1223,1,24.1,19.5,7.2,56,--,9.2,101.8,<1.0,<4.0,1,3400,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/4/10 上午 10:45:00,1223,1,22.1,19.5,7.6,70,--,9.1,101.8,<1.0,<4.0,1.2,2100,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/3/6 上午 10:35:00,1223,1,14.5,16,7.7,58,--,9.9,101.3,<1.0,<4.0,1.2,2100,0.01,--,0.07,0.35,0.67,0.004,<0.001,<0.003,0.002,<0.0003,<0.0003,0.001,0.004,<0.005,0.003,<0.001,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/2/7 上午 07:05:00,1223,1,15.7,17.6,7.3,62,--,9.7,99.6,<1.0,7.1,1.2,3700,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/1/9 上午 08:05:00,1223,1,13.2,16.6,7.3,65,--,9.8,100.7,<1.0,<4.0,1,480,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/12/2 上午 10:36:00,1224,3.3,14.2,18,8.1,488,--,9.2,95.9,<1.0,9.7,196,210000,0.07,--,0.292,--,0.57,--,<0.001,0.006,<0.002,0.001,<0.0003,0.014,0.018,0.176,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/11/4 下午 12:55:00,1224,3.3,19.2,20.1,8.3,526,--,8.8,97.2,<1.0,<4.0,512,950,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/10/7 上午 09:25:00,1224,1.5,23.7,22.7,8.2,542,--,8.2,95.4,<1.0,<4.0,24.8,29000,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/9/5 上午 11:45:00,1224,3.3,32.1,30.5,8.3,486,--,7.2,96.2,1.5,15,215,48000,<0.01,--,0.145,--,0.18,--,<0.001,0.006,<0.002,0.0018,<0.0003,0.005,0.016,0.15,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/8/8 上午 08:55:00,1224,3.3,31.9,27.2,8.2,467,--,7.6,96.7,<1.0,7.6,175,2500,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/7/4 下午 02:25:00,1224,3.3,32.3,32,8.3,418,--,7.3,100.5,<1.0,16.1,497,5900,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/6/5 下午 02:55:00,1224,3.3,30.1,26.6,8.2,448,--,7.6,96.7,<1.0,<4.0,184,36000,0.04,--,0.128,--,0.45,--,<0.001,<0.003,<0.002,0.003,<0.0003,0.008,0.026,0.204,<0.001,--,--,--,--,--,
