採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2015/3/4 上午 11:30:00,1222,3.3,15.5,18.1,7.5,2650,--,5.4,57.0,2.5,18.8,22.7,50000,1.96,780,0.245,1.70,0.80,0.107,<0.001,<0.003,<0.002,0.0054,<0.0003,0.003,0.022,0.137,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2015/2/4 下午 12:25:00,1222,3.3,16.0,17.5,7.2,839,--,5.0,51.6,2.1,17.0,33.6,51000,1.65,197,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2015/1/8 下午 01:35:00,1222,3.3,14.9,16.5,7.5,2880,--,6.4,65.0,3.0,23.0,29.7,5200,1.87,791,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2015/12/4 上午 07:45:00,1346,1.0,16.1,18.3,7.9,463,--,9.0,96.7,<1.0,6.4,7.0,240,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2015/11/5 上午 08:55:00,1346,3.3,24.9,20.8,8.2,408,--,8.7,99.2,<1.0,5.0,476,4400,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2015/10/8 上午 10:35:00,1346,3.3,28.2,23.6,8.3,493,--,8.4,102.2,<1.0,<4.0,2560,1200,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2015/9/2 上午 08:55:00,1346,3.3,26.0,22.7,8.3,458,--,8.5,101.5,<1.0,15.6,2660,5500,<0.01,--,0.037,--,0.42,--,<0.001,0.060,<0.002,0.0017,0.0003,0.049,0.163,1.10,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2015/8/6 上午 10:25:00,1346,2.3,30.6,28.3,8.2,584,--,7.4,97.6,<1.0,4.2,59.9,550,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2015/7/9 上午 07:35:00,1346,1.0,28.1,24.5,8.2,684,--,7.8,97.2,<1.0,5.3,19.0,850,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2015/6/3 上午 07:55:00,1346,1.5,28.4,24.3,8.1,596,--,8.0,97.5,<1.0,<4.0,23.9,4200,0.02,--,0.032,--,0.48,--,<0.001,<0.003,<0.002,0.0007,<0.0003,0.001,0.006,0.017,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2015/5/7 上午 08:25:00,1346,1.0,24.5,22.7,8.3,522,--,8.8,105.1,<1.0,6.0,4.4,3600,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2015/4/8 上午 08:25:00,1346,3.3,18.7,18.0,8.4,591,--,9.0,97.2,<1.0,5.6,165,900,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2015/3/4 上午 07:26:00,1346,1.0,14.1,16.2,8.3,538,--,9.2,95.5,<1.0,<4.0,7.2,4600,0.01,--,0.020,0.29,0.20,0.007,<0.001,0.006,<0.002,<0.0003,<0.0003,0.002,0.020,0.019,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2015/2/4 上午 07:25:00,1346,3.3,14.6,17.0,8.2,498,--,9.0,94.6,<1.0,<4.0,274,6000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2015/1/8 上午 07:55:00,1346,1.5,11.2,15.4,8.2,510,--,9.3,94.3,<1.0,<4.0,21.0,1400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/12/4 上午 08:25:00,1223,1.0,16.0,17.5,7.1,56,--,9.5,99.6,<1.0,4.4,<1.0,1000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/11/5 上午 09:35:00,1223,1.0,25.5,21.0,7.1,48,--,8.8,100.3,<1.0,7.0,10.6,1200,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/10/8 上午 11:15:00,1223,1.0,28.6,21.9,7.2,52,--,8.4,98.6,<1.0,4.8,4.6,1200,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/9/2 上午 09:35:00,1223,1.0,27.1,22.1,7.2,49,--,8.9,101.8,<1.0,<4.0,3.1,1400,<0.01,--,0.023,--,0.86,--,<0.001,0.006,<0.002,<0.0003,0.0003,0.001,0.009,0.007,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/8/6 上午 11:05:00,1223,1.0,31.1,25.5,7.8,65,--,8.0,99.7,<1.0,<4.0,1.6,4800,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/7/9 上午 08:15:00,1223,1.0,29.4,23.8,7.6,69,--,8.3,99.9,1.2,6.5,2.2,42000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/6/3 上午 08:35:00,1223,1.0,29.5,22.3,7.3,58,--,8.7,101.1,<1.0,<4.0,1.4,2100,0.02,--,0.027,--,0.50,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.006,<0.005,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/5/7 上午 09:05:00,1223,1.0,26.4,21.2,7.8,62,--,8.7,99.2,<1.0,6.2,1.4,3500,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/4/8 上午 09:05:00,1223,1.0,19.8,18.1,7.7,58,--,9.5,101.2,<1.0,4.0,2.3,4700,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/3/4 上午 08:05:00,1223,1.0,14.4,16.6,7.4,67,--,9.3,97.0,<1.0,5.5,1.0,3800,<0.01,--,0.031,0.45,0.72,0.008,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.006,<0.005,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/2/4 上午 08:05:00,1223,1.0,15.4,16.3,7.3,54,--,9.8,101.5,<1.0,<4.0,3.7,2500,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/1/8 上午 08:35:00,1223,1.0,11.6,15.7,7.3,59,--,9.9,100.1,<1.0,<4.0,1.2,2700,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2015/12/4 上午 09:05:00,1224,2.3,15.7,17.8,8.1,480,--,9.0,93.3,1.0,<4.0,53.3,2000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2015/11/5 上午 10:15:00,1224,3.3,25.9,24.0,8.2,312,--,8.4,99.4,<1.0,6.5,458,32000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2015/10/8 下午 12:05:00,1224,3.3,28.8,25.4,8.2,441,--,8.1,99.5,<1.0,4.3,1490,3200,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2015/9/2 上午 10:15:00,1224,3.3,27.9,25.2,8.1,428,--,8.5,103.2,1.2,17.6,1470,16000,0.01,--,0.705,--,0.49,--,<0.001,0.040,<0.002,0.0039,<0.0003,0.035,0.120,0.754,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2015/8/6 上午 11:45:00,1224,3.3,31.9,33.3,8.4,501,--,9.2,129.9,2.7,9.2,226,2700,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
