採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
雙溪流域,雙溪,新北市,新寮大橋,甲,2011/2/9 上午 07:45:00,1034,1.0,17.1,16.8,7.3,95,--,9.6,100.2,1.3,<4.0,10.8,2200,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,新寮大橋,甲,2011/1/14 上午 07:52:00,1034,1.0,14.8,15.8,7.2,80,--,9.9,100.2,<1.0,<4.0,5.7,9600,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2011/12/2 上午 08:35:00,1035,1.0,17.1,18.4,7.0,86,--,9.2,97.1,1.9,4.0,10.8,7600,<0.01,--,0.053,1.09,0.57,0.006,<0.001,<0.003,<0.002,0.0005,0.0004,0.001,0.006,0.016,<0.001,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2011/11/2 上午 08:40:00,1035,1.5,23.9,22.4,7.1,79,--,9.7,111.1,<1.0,5.5,22.9,5200,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2011/10/8 上午 08:36:00,1035,1.0,25.8,22.7,7.2,103,--,8.6,99.4,<1.0,<4.0,3.4,6400,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2011/9/6 上午 08:36:00,1035,1.0,26.3,26.3,7.1,125,--,8.6,108.2,<1.0,<4.0,3.6,400,0.13,--,0.020,1.70,0.19,0.004,<0.001,<0.003,<0.002,0.0006,<0.0003,<0.001,0.029,0.015,<0.001,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2011/8/3 上午 08:35:00,1035,1.0,28.8,29.1,7.5,140,--,7.6,99.4,<1.0,<4.0,5.4,120,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2011/7/8 上午 08:35:00,1035,1.0,29.0,28.9,7.4,134,--,7.9,103.3,1.3,<4.0,6.2,270,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2011/6/8 上午 08:35:00,1035,1.0,28.4,27.7,7.3,127,--,8.0,101.9,<1.0,4.1,3.4,420,0.02,--,0.018,1.14,0.27,0.004,<0.001,<0.003,<0.002,0.0005,<0.0003,0.001,0.022,0.013,<0.001,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2011/5/6 上午 08:35:00,1035,1.0,24.7,22.3,7.4,133,--,9.2,105.3,<1.0,<4.0,2.8,560,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2011/4/10 上午 08:35:00,1035,1.0,22.1,20.7,7.4,121,--,9.7,108.1,1.4,<4.0,2.0,3300,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2011/3/4 上午 08:35:00,1035,1.0,12.5,14.5,7.4,117,--,9.6,93.6,<1.0,<4.0,3.2,6700,0.02,--,0.014,0.85,0.67,0.001,<0.001,<0.003,<0.002,0.0004,<0.0003,<0.001,0.013,0.006,0.002,<0.001,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2011/2/9 上午 08:35:00,1035,1.0,17.2,18.2,7.2,112,--,9.1,96.8,<1.0,5.9,1.8,4300,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
雙溪流域,雙溪,新北市,貢寮大橋,甲,2011/1/14 上午 08:35:00,1035,1.0,15.8,16.3,7.4,96,--,9.6,98.4,1.2,<4.0,6.8,3400,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2011/12/5 下午 01:40:00,1292,1.0,17.0,18.6,7.6,146,--,9.4,100.9,<1.0,7.8,1.8,660,<0.01,--,0.021,0.59,0.40,0.003,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.006,<0.005,<0.001,<0.001,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2011/11/3 下午 02:45:00,1292,1.0,24.6,23.1,7.8,140,--,8.9,104.1,<1.0,<4.0,4.6,520,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2011/10/11 下午 01:45:00,1292,1.0,29.0,23.5,7.8,131,--,8.6,102.1,<1.0,<4.0,3.3,500,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2011/9/7 下午 02:45:00,1292,1.0,29.3,25.3,8.2,169,--,8.8,108.4,<1.0,<4.0,2.6,560,<0.01,--,0.020,0.28,0.29,0.002,<0.001,<0.003,0.004,<0.0003,<0.0003,<0.001,0.024,<0.005,<0.001,<0.001,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2011/8/4 下午 02:16:00,1292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2011/7/5 下午 02:51:00,1292,1.0,32.2,27.8,8.2,184,--,8.1,103.9,<1.0,<4.0,<1.0,1300,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2011/6/9 下午 02:45:00,1292,1.0,29.2,24.7,8.2,166,--,8.7,105.8,<1.0,<4.0,<1.0,900,0.03,--,0.029,0.79,0.28,0.005,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.011,<0.005,<0.001,<0.001,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2011/5/3 下午 02:20:00,1292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2011/4/7 下午 02:36:00,1292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2011/3/1 下午 02:48:00,1292,1.0,22.0,19.7,8.4,162,--,9.6,104.5,<1.0,<4.0,1.7,290,0.01,--,0.024,0.40,0.30,0.001,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.014,<0.005,0.003,<0.001,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2011/2/10 下午 02:35:00,1292,1.0,24.2,18.9,8.3,154,--,10.0,108.3,<1.0,<4.0,1.0,85,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,吉祥橋,－,2011/1/10 下午 02:39:00,1292,1.0,14.8,15.9,7.9,172,--,10.3,104.0,<1.0,<4.0,2.7,180,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2011/12/5 下午 02:10:00,1293,1.0,17.2,19.0,7.3,145,--,9.3,99.6,<1.0,4.3,1.6,3000,<0.01,--,0.025,0.84,0.40,0.006,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.011,<0.005,<0.001,<0.001,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2011/11/3 下午 03:15:00,1293,1.0,24.8,24.8,7.5,142,--,8.2,98.4,<1.0,4.3,4.9,670,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2011/10/11 下午 02:15:00,1293,1.0,28.8,25.5,7.7,134,--,8.3,101.7,<1.0,<4.0,1.4,380,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2011/9/7 下午 02:00:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2011/8/4 下午 02:05:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2011/7/5 下午 02:16:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2011/6/9 下午 02:10:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2011/5/3 下午 02:13:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2011/4/7 下午 02:28:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2011/3/1 下午 02:14:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2011/2/10 下午 01:59:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福德溪流域,福德溪,宜蘭縣,福德坑橋,－,2011/1/10 下午 01:56:00,1293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2011/12/6 下午 02:55:00,1332,1.0,17.7,19.5,7.3,98,--,9.0,98.6,<1.0,<4.0,3.8,660,<0.01,--,0.029,0.79,0.45,0.002,<0.001,<0.003,<0.002,0.0003,<0.0003,<0.001,0.002,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2011/11/4 下午 01:27:00,1332,1.0,25.8,23.3,8.1,139,--,8.9,105.4,<1.0,<4.0,6.2,640,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2011/10/12 下午 01:36:00,1332,1.5,27.3,22.5,7.4,114,--,8.8,103.7,<1.0,6.3,41.5,2200,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2011/9/8 上午 07:44:00,1332,1.0,24.9,22.4,7.9,142,--,9.0,104.3,1.5,6.5,2.0,310,<0.01,--,0.036,1.07,0.29,0.003,<0.001,0.003,<0.002,0.0008,<0.0003,0.001,0.015,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2011/8/5 上午 07:40:00,1332,1.0,27.8,26.6,8.4,179,--,8.5,108.2,<1.0,<4.0,2.2,320,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2011/7/6 上午 07:40:00,1332,1.0,30.3,24.0,8.0,150,--,8.6,103.6,<1.0,<4.0,1.2,370,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2011/6/10 下午 12:35:00,1332,1.0,31.2,25.9,8.5,151,--,8.7,107.3,<1.0,<4.0,1.4,440,<0.01,--,0.026,1.57,0.25,0.001,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.024,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2011/5/4 上午 10:26:00,1332,1.0,22.3,21.6,8.4,181,--,9.3,106.2,<1.0,<4.0,<1.0,290,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2011/4/8 上午 11:05:00,1332,1.0,27.2,20.1,8.2,155,--,9.6,106.1,<1.0,<4.0,<1.0,50,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2011/3/2 下午 12:55:00,1332,1.0,14.8,17.2,7.9,158,--,9.7,101.5,<1.0,<4.0,<1.0,190,<0.01,--,0.031,0.62,0.28,0.003,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.018,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2011/2/11 上午 09:25:00,1332,1.0,15.6,16.4,7.8,156,--,9.9,101.9,<1.0,<4.0,1.6,160,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2011/1/11 下午 01:45:00,1332,1.0,12.1,14.2,8.0,154,--,10.4,102.4,<1.0,8.4,<1.0,340,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2011/12/6 下午 03:45:00,1221,1.5,17.9,21.9,7.2,128,--,6.9,78.5,2.1,11.3,23.9,65000,0.48,--,0.166,1.63,0.79,0.038,<0.001,<0.003,<0.002,0.0012,<0.0003,0.002,0.007,0.036,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2011/11/4 下午 01:56:00,1221,5.0,26.0,27.3,7.1,220,--,4.0,50.4,3.2,26.3,12.3,230000,3.56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2011/10/12 下午 02:16:00,1221,1.5,27.0,25.6,7.2,164,--,6.3,77.3,1.9,9.3,18.5,210000,0.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2011/9/8 上午 08:17:00,1221,2.8,25.6,25.2,7.0,204,--,4.3,52.8,1.8,12.0,22.8,69000,0.50,--,0.226,2.28,1.35,0.081,<0.001,<0.003,<0.002,0.0034,<0.0003,0.003,0.021,0.125,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2011/8/5 上午 08:15:00,1221,6.0,27.9,29.5,7.1,282,--,1.6,21.1,3.0,18.5,22.4,3200,4.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2011/7/6 上午 08:15:00,1221,2.8,30.5,26.4,7.1,205,--,4.2,52.8,1.7,4.3,12.6,34000,0.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2011/6/10 下午 01:15:00,1221,3.3,31.8,30.2,7.2,212,--,6.2,83.1,4.9,15.4,16.7,33000,1.04,--,0.378,2.26,1.33,0.115,0.001,<0.003,<0.002,0.0031,<0.0003,0.006,0.035,0.058,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2011/5/4 上午 11:05:00,1221,5.0,22.4,24.6,7.8,324,--,4.0,48.2,4.0,17.7,10.7,16000,4.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2011/4/8 上午 11:55:00,1221,5.0,28.6,25.2,7.4,287,--,4.1,49.6,4.6,15.8,10.5,58000,5.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2011/3/2 下午 01:45:00,1221,5.5,15.9,18.9,7.4,299,--,3.7,39.6,4.9,22.1,24.7,56000,5.77,--,1.17,5.81,0.17,0.091,<0.001,<0.003,0.002,0.0059,<0.0003,0.005,0.048,0.137,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2011/2/11 上午 10:15:00,1221,5.0,16.7,18.8,7.2,266,--,2.3,24.5,4.3,15.3,13.6,36000,3.81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2011/1/11 下午 02:35:00,1221,6.3,11.7,15.6,7.3,271,--,2.9,28.9,6.4,23.7,23.7,62000,6.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2011/12/6 上午 09:33:00,1222,2.0,17.4,19.8,7.1,282,--,6.5,70.6,1.6,15.8,42.8,40000,0.68,39.2,0.169,3.30,0.58,0.052,<0.001,<0.003,<0.002,0.0035,<0.0003,0.010,0.015,0.083,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2011/11/4 上午 07:38:00,1222,4.0,25.2,25.8,7.2,974,--,3.3,39.8,1.7,13.3,32.9,18000,1.02,202,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2011/10/12 上午 11:57:00,1222,2.5,28.0,26.3,7.1,345,--,5.0,62.4,1.8,20.3,27.5,29000,0.58,53.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2011/9/8 上午 09:55:00,1222,3.3,31.6,29.6,7.3,9040,--,2.3,31.2,2.2,16.1,25.1,2700,0.86,2630,0.174,2.82,0.38,0.073,<0.001,<0.003,<0.002,0.0098,0.0003,<0.001,0.009,0.146,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2011/8/5 下午 03:35:00,1222,2.5,32.1,31.7,8.0,11500,--,8.9,127.3,3.9,26.2,30.2,2000,0.72,3940,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2011/7/6 下午 03:35:00,1222,2.5,29.7,33.7,8.0,10100,--,9.9,138.9,4.6,12.8,30.4,700,0.82,3300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2011/6/10 上午 07:05:00,1222,4.0,27.8,28.7,7.2,2460,--,4.0,52.3,2.0,12.3,24.5,4700,1.05,488,0.202,1.89,0.85,0.119,<0.001,<0.003,<0.002,0.0076,<0.0003,0.001,0.009,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2011/5/4 下午 01:15:00,1222,4.5,22.8,24.3,7.6,9230,--,1.4,16.8,1.8,6.0,17.7,4600,2.22,2690,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2011/4/8 下午 02:55:00,1222,3.5,26.2,23.4,7.5,7960,--,4.4,52.1,2.7,18.4,19.2,580,2.31,2440,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2011/3/2 上午 11:10:00,1222,4.0,15.7,18.6,7.6,2520,--,2.2,24.3,1.4,12.7,25.2,29000,1.83,656,0.200,3.16,0.85,0.088,<0.001,<0.003,<0.002,0.0060,<0.0003,<0.001,0.004,<0.005,<0.001,<0.001,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2011/2/11 下午 05:45:00,1222,4.0,13.1,17.6,7.4,746,--,4.3,45.7,2.2,17.8,22.4,7100,1.85,149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2011/1/11 下午 04:20:00,1222,3.3,11.6,14.3,7.5,631,--,6.0,58.4,<1.0,17.3,23.2,7100,1.20,121,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2011/12/6 上午 11:06:00,1346,3.3,17.6,19.3,8.2,457,--,9.0,98.7,<1.0,6.8,130,1200,<0.01,--,0.068,0.62,0.31,0.003,<0.001,0.004,<0.002,0.0015,0.0003,0.001,0.025,0.084,0.002,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2011/11/4 上午 09:15:00,1346,1.5,26.2,22.3,8.2,406,--,11.2,131.3,<1.0,<4.0,38.5,560,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2011/10/12 上午 08:27:00,1346,3.3,26.6,21.8,7.5,440,--,8.8,101.9,<1.0,8.8,1130,1200,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2011/9/8 上午 11:27:00,1346,3.3,31.0,27.3,8.2,549,--,7.6,98.3,<1.0,<4.0,131,270,<0.01,--,0.071,0.29,0.43,0.003,<0.001,<0.003,<0.002,0.0024,0.0006,0.003,0.028,0.076,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2011/8/5 上午 09:35:00,1346,1.0,27.5,24.7,8.3,462,--,8.3,102.4,<1.0,<4.0,5.7,150,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2011/7/6 上午 09:35:00,1346,1.5,31.5,23.6,8.3,410,--,8.7,106.4,<1.0,<4.0,24.8,1900,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2011/6/10 上午 08:46:00,1346,1.0,29.8,22.7,8.2,275,--,9.3,111.8,<1.0,<4.0,11.2,120,<0.01,--,0.019,0.37,0.34,0.002,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.013,0.015,<0.001,<0.001,--,--,--,--
