採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
花蓮溪流域,花蓮溪,花蓮縣,支亞干橋(取代豐平橋),甲,2011/4/7 上午 10:45:00,1250,1.5,27.1,22.1,8.5,355,--,9.0,104.7,<1.0,<4.0,23.3,75,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,支亞干橋(取代豐平橋),甲,2011/3/1 上午 10:45:00,1250,1.0,24.2,22.5,8.5,354,--,8.7,102.4,<1.0,<4.0,12.6,45,0.03,--,0.018,0.51,0.12,0.004,<0.001,<0.003,<0.002,0.0012,<0.0003,<0.001,0.013,0.007,<0.001,<0.001,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,支亞干橋(取代豐平橋),甲,2011/2/10 上午 10:45:00,1250,1.0,24.8,21.2,8.6,361,--,9.4,107.8,<1.0,<4.0,11.2,40,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,支亞干橋(取代豐平橋),甲,2011/1/10 上午 10:45:00,1250,3.3,15.4,15.9,8.5,359,--,9.8,99.8,<1.0,15.3,104,730,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2011/12/5 上午 05:58:00,1251,1.0,17.1,18.6,8.2,402,--,8.6,91.6,<1.0,<4.0,8.4,33000,0.02,--,0.031,0.84,0.60,0.018,<0.001,<0.003,<0.002,0.0014,<0.0003,<0.001,0.024,0.022,0.001,<0.001,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2011/11/3 上午 07:45:00,1251,3.3,24.6,22.4,8.0,396,--,9.7,111.6,<1.0,7.8,287,6400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2011/10/11 上午 07:46:00,1251,3.3,26.3,22.0,8.1,349,--,8.5,98.2,<1.0,5.8,328,530,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2011/9/7 上午 07:52:00,1251,3.8,24.2,22.2,8.1,363,--,8.3,95.2,3.2,10.5,273,1900,<0.01,--,0.196,0.64,0.38,0.012,<0.001,0.005,<0.002,0.0045,0.0005,0.007,0.025,0.190,<0.001,<0.001,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2011/8/4 上午 07:50:00,1251,1.0,29.6,26.3,8.0,439,--,7.3,98.5,<1.0,5.4,13.2,550,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2011/7/5 上午 07:45:00,1251,1.5,31.9,26.5,7.9,501,--,7.8,96.8,<1.0,<4.0,24.6,660,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2011/6/9 上午 07:45:00,1251,1.0,28.1,25.6,7.9,446,--,7.8,95.8,<1.0,<4.0,10.5,520,0.01,--,0.034,0.46,0.32,0.007,<0.001,0.004,<0.002,0.0018,<0.0003,0.002,0.028,0.065,<0.001,<0.001,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2011/5/3 上午 07:45:00,1251,1.5,25.2,23.6,8.0,452,--,7.3,86.8,<1.0,<4.0,21.8,1600,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2011/4/7 上午 07:45:00,1251,3.3,16.5,17.9,8.0,459,--,8.9,93.5,<1.0,<4.0,170,1900,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2011/3/1 上午 07:50:00,1251,1.0,19.3,20.0,8.0,556,--,8.1,91.0,<1.0,<4.0,6.4,620,0.02,--,0.011,0.71,0.32,0.014,<0.001,0.004,<0.002,0.0014,<0.0003,<0.001,0.011,0.039,<0.001,<0.001,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2011/2/10 上午 07:45:00,1251,1.0,20.2,20.3,8.0,452,--,7.8,86.4,<1.0,<4.0,4.6,1600,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2011/1/10 上午 07:50:00,1251,1.0,15.7,17.5,8.1,451,--,8.6,89.8,<1.0,4.9,8.4,1500,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2011/12/5 上午 03:55:00,1253,1.5,17.3,16.7,8.1,370,--,9.5,99.6,<1.0,<4.0,31.0,370,0.01,--,0.035,0.54,0.33,0.003,<0.001,<0.003,<0.002,0.0016,<0.0003,<0.001,0.006,0.021,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2011/11/3 上午 07:25:00,1253,2.3,23.2,21.1,8.1,410,--,8.4,95.9,<1.0,4.3,50.4,940,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2011/10/11 上午 07:25:00,1253,3.3,24.5,21.7,8.1,323,--,8.6,98.8,<1.0,15.8,354,270,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2011/9/7 上午 07:25:00,1253,3.3,30.7,22.5,8.2,360,--,8.5,100.0,<1.0,<4.0,691,950,0.03,--,0.507,0.40,0.34,0.006,<0.001,0.016,<0.002,0.0072,<0.0003,0.008,0.048,0.401,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2011/8/4 上午 07:30:00,1253,1.0,28.8,25.1,8.0,407,--,7.6,95.0,<1.0,6.4,17.4,4400,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2011/7/5 上午 07:31:00,1253,2.3,28.3,23.9,8.1,413,--,8.0,97.6,<1.0,<4.0,50.8,24000,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2011/6/9 上午 07:30:00,1253,1.0,29.8,24.6,8.1,430,--,7.7,94.3,<1.0,<4.0,7.9,25000,0.06,--,0.072,0.66,0.33,0.004,<0.001,<0.003,<0.002,0.0014,<0.0003,<0.001,0.009,0.012,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2011/5/3 上午 07:30:00,1253,1.0,23.9,21.8,8.1,443,--,8.1,94.5,<1.0,<4.0,10.2,30000,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2011/4/7 上午 07:25:00,1253,1.0,18.6,17.6,8.1,431,--,8.0,84.6,2.2,6.2,7.7,8700,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2011/3/1 上午 07:30:00,1253,1.0,19.8,17.7,8.1,429,--,9.0,95.4,1.7,5.7,16.6,18000,0.18,--,0.044,1.13,0.35,0.018,<0.001,<0.003,<0.002,0.0017,<0.0003,<0.001,0.017,0.014,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2011/2/10 上午 07:28:00,1253,1.0,18.0,18.4,8.1,447,--,9.2,98.2,<1.0,7.2,12.5,7400,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2011/1/10 上午 07:26:00,1253,1.0,14.9,15.8,8.1,417,--,9.1,92.3,<1.0,7.9,16.4,640,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2011/12/5 上午 04:45:00,1254,1.5,17.5,16.3,8.1,269,--,9.6,98.7,<1.0,<4.0,23.0,180,0.01,--,0.054,0.51,0.18,0.004,<0.001,<0.003,<0.002,0.0017,<0.0003,<0.001,<0.002,0.012,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2011/11/3 上午 08:15:00,1254,2.3,24.4,21.4,8.2,246,--,9.6,110.2,<1.0,4.3,60.8,2200,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2011/10/11 上午 08:15:00,1254,3.3,24.1,21.0,8.1,244,--,9.0,101.9,<1.0,9.8,366,650,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2011/9/7 上午 08:15:00,1254,3.3,30.9,21.9,8.2,275,--,8.8,101.8,<1.0,<4.0,123,220,<0.01,--,0.083,0.34,0.21,0.003,<0.001,<0.003,<0.002,0.0045,0.0003,0.005,0.021,0.114,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2011/8/4 上午 08:15:00,1254,1.0,28.9,25.0,8.3,296,--,8.0,98.7,<1.0,<4.0,13.9,2400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2011/7/5 上午 08:15:00,1254,1.5,28.9,24.4,8.3,281,--,8.6,104.7,<1.0,<4.0,29.8,200,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2011/6/9 上午 08:07:00,1254,1.0,29.9,24.7,8.3,301,--,8.6,104.7,<1.0,<4.0,19.2,370,0.03,--,0.024,0.45,0.19,0.001,<0.001,<0.003,0.002,0.0022,<0.0003,<0.001,0.010,0.022,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2011/5/3 上午 08:15:00,1254,1.0,23.6,21.0,8.4,309,--,9.0,102.5,<1.0,<4.0,12.8,470,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2011/4/7 上午 08:15:00,1254,2.8,19.5,16.4,8.3,283,--,10.0,102.4,6.8,14.6,32.0,150,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2011/3/1 上午 08:15:00,1254,1.5,21.4,17.7,8.4,285,--,9.6,101.5,<1.0,4.7,33.2,260,0.02,--,0.036,0.38,0.12,0.003,<0.001,0.004,<0.002,0.0022,<0.0003,0.001,0.014,0.027,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2011/2/10 上午 08:18:00,1254,1.5,19.2,17.0,8.2,281,--,10.1,106.5,<1.0,<4.0,21.2,240,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2011/1/10 上午 08:16:00,1254,3.3,14.6,14.2,8.3,277,--,10.0,97.5,<1.0,20.2,759,200,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2011/12/5 上午 05:38:00,1255,1.5,17.8,18.6,8.1,365,--,8.9,95.3,<1.0,<4.0,27.9,2300,0.02,--,0.039,0.70,0.42,0.009,<0.001,0.004,<0.002,0.0016,<0.0003,<0.001,0.006,0.024,0.002,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2011/11/3 上午 09:05:00,1255,2.3,28.1,22.8,8.2,376,--,8.4,98.2,<1.0,5.3,81.4,2400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2011/10/11 上午 09:05:00,1255,3.3,23.9,22.4,8.2,316,--,8.7,100.3,<1.0,12.3,450,2000,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2011/9/7 上午 09:05:00,1255,3.3,31.9,24.2,8.2,360,--,8.2,99.3,<1.0,<4.0,551,2600,0.03,--,0.300,0.46,0.37,0.012,<0.001,<0.003,<0.002,0.0056,<0.0003,0.003,0.030,0.261,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2011/8/4 上午 09:06:00,1255,1.0,28.8,27.1,8.2,407,--,7.8,99.5,<1.0,6.9,8.2,2100,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2011/7/5 上午 09:05:00,1255,1.5,29.4,26.4,8.1,407,--,8.1,100.7,<1.0,<4.0,43.4,8400,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2011/6/9 上午 09:05:00,1255,1.0,30.8,27.2,8.1,456,--,8.0,102.1,1.2,<4.0,11.0,2800,0.05,--,0.066,0.84,0.34,0.006,<0.001,0.006,<0.002,0.0048,<0.0003,0.001,0.019,0.063,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2011/5/3 上午 09:06:00,1255,1.5,24.3,24.0,8.2,439,--,8.7,104.1,3.2,7.9,11.9,5800,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2011/4/7 上午 09:06:00,1255,1.0,23.7,20.5,8.4,416,--,9.7,108.3,1.0,<4.0,11.2,1100,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2011/3/1 上午 09:06:00,1255,1.0,22.6,21.3,8.3,417,--,9.0,102.6,<1.0,<4.0,12.7,3900,0.06,--,0.049,1.28,0.41,0.028,<0.001,<0.003,<0.002,0.0020,<0.0003,0.001,0.014,0.025,0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2011/2/10 上午 09:06:00,1255,1.0,20.8,20.0,8.2,421,--,9.0,99.8,1.0,6.2,16.9,5000,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2011/1/10 上午 09:05:00,1255,3.3,14.5,16.4,8.2,399,--,9.2,93.9,2.2,21.2,576,6100,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2011/12/6 上午 09:35:00,1256,3.3,23.6,19.0,8.0,446,--,9.2,99.5,<1.0,9.0,424,2000,0.05,--,0.142,0.55,0.21,0.005,<0.001,0.012,<0.002,0.0045,<0.0003,0.004,0.022,0.275,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2011/11/4 上午 09:30:00,1256,1.0,32.4,24.7,8.0,550,--,6.7,80.9,<1.0,<4.0,15.6,<10,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2011/10/12 上午 09:30:00,1256,3.3,28.1,21.4,8.2,368,--,8.5,98.8,<1.0,58.1,3180,300,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2011/9/6 上午 09:45:00,1256,3.3,28.5,23.4,8.0,378,--,8.3,98.5,<1.0,32.5,3270,200,0.05,--,0.513,0.48,0.26,0.003,<0.001,0.075,<0.002,0.0083,<0.0003,0.024,0.086,1.94,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2011/8/8 上午 09:35:00,1256,1.0,31.5,30.8,8.0,492,--,7.4,99.8,<1.0,4.3,12.5,45,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2011/7/11 上午 09:30:00,1256,1.0,23.6,25.8,7.9,553,--,7.4,90.8,<1.0,<4.0,6.3,250,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2011/6/8 上午 09:38:00,1256,1.0,31.3,28.2,8.0,667,--,7.2,93.0,<1.0,<4.0,1.0,180000,0.02,--,0.018,0.58,0.05,0.002,<0.001,<0.003,<0.002,0.0017,<0.0003,0.002,0.033,0.579,0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2011/5/13 上午 09:30:00,1256,1.0,26.7,25.6,8.1,654,--,8.1,102.7,<1.0,<4.0,10.7,140,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2011/4/8 上午 09:30:00,1256,1.0,24.8,21.3,8.2,610,--,9.1,106.2,<1.0,<4.0,1.1,240,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2011/3/8 上午 09:17:00,1256,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2011/2/10 上午 09:10:00,1256,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2011/1/12 上午 09:37:00,1256,1.0,12.0,15.5,8.2,542,--,9.2,91.6,<1.0,5.8,1.7,75,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2011/12/6 上午 11:00:00,1257,3.3,26.8,20.6,7.8,479,--,9.0,99.7,<1.0,29.7,2040,700,0.08,--,0.264,0.53,0.22,0.007,<0.001,0.029,<0.002,0.0031,<0.0003,0.010,0.052,1.22,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2011/11/4 上午 11:00:00,1257,3.3,31.9,23.8,8.2,445,--,8.0,95.5,<1.0,29.6,1790,750,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2011/10/12 上午 11:00:00,1257,3.3,27.9,22.5,8.2,404,--,8.3,97.5,<1.0,77.1,2170,650,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2011/9/6 上午 11:05:00,1257,3.3,31.6,24.2,7.9,451,--,8.2,98.2,<1.0,151,8350,1000,0.12,--,0.468,0.53,0.30,0.004,<0.001,0.098,<0.002,0.0422,<0.0003,0.065,0.213,5.04,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2011/8/8 上午 11:05:00,1257,3.3,32.6,28.1,8.2,520,--,7.6,98.0,<1.0,67.6,3610,3500,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2011/7/11 上午 11:00:00,1257,3.3,26.8,23.9,8.2,501,--,8.0,95.0,<1.0,82.8,3500,950,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2011/6/8 上午 11:07:00,1257,3.3,33.4,28.3,8.1,535,--,7.5,97.1,<1.0,65.3,1330,6000,0.09,--,1.13,0.52,0.17,0.007,<0.001,0.053,<0.002,0.0073,<0.0003,0.022,0.100,2.26,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2011/5/13 上午 11:30:00,1257,1.5,30.7,27.8,8.2,620,--,7.6,98.3,<1.0,<4.0,35.9,270,0.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2011/4/8 上午 10:23:00,1257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2011/3/8 上午 10:30:00,1257,1.0,16.2,18.6,8.3,558,--,9.0,96.6,<1.0,<4.0,16.6,150,0.16,--,0.105,0.51,0.20,0.019,<0.001,<0.003,<0.002,0.0016,<0.0003,0.001,0.008,0.294,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2011/2/10 上午 10:15:00,1257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2011/1/12 上午 10:58:00,1257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2011/12/6 下午 01:00:00,1258,3.3,28.4,22.4,8.2,456,--,8.7,100.7,<1.0,23.0,1320,37000,0.07,--,0.143,0.67,0.64,0.021,<0.001,0.022,<0.002,0.0031,<0.0003,0.009,0.039,0.689,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2011/11/4 下午 01:10:00,1258,3.3,32.1,26.4,8.1,494,--,8.0,99.6,<1.0,18.8,918,4400,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2011/10/12 下午 01:00:00,1258,3.3,28.9,24.7,8.2,425,--,8.1,97.3,<1.0,55.9,2210,850,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2011/9/6 下午 01:05:00,1258,3.3,28.2,25.6,8.1,460,--,9.1,111.8,<1.0,105,1740,1000,0.05,--,0.810,0.57,0.46,0.008,<0.001,0.049,<0.002,0.0171,<0.0003,0.038,0.187,1.13,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2011/8/8 下午 01:00:00,1258,3.3,32.3,30.4,8.2,527,--,7.4,99.3,<1.0,32.4,1780,3700,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2011/7/11 下午 01:00:00,1258,3.3,27.2,25.5,8.3,502,--,7.6,92.4,<1.0,38.1,2340,100000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2011/6/8 下午 01:13:00,1258,3.3,33.6,30.2,8.0,560,--,7.2,96.0,<1.0,23.0,1240,1600,0.04,--,0.634,0.52,0.40,0.014,<0.001,0.037,<0.002,0.0044,<0.0003,0.019,0.091,1.23,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2011/5/13 下午 12:43:00,1258,1.5,25.8,26.7,8.2,605,--,7.6,96.3,<1.0,<4.0,27.6,2000,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2011/4/8 上午 11:32:00,1258,1.0,24.8,23.3,8.1,571,--,9.8,114.6,<1.0,<4.0,7.3,85,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2011/3/8 上午 11:45:00,1258,1.0,18.0,17.7,8.3,561,--,9.6,101.1,<1.0,<4.0,11.4,1000,0.02,--,0.072,0.87,0.86,0.029,<0.001,<0.003,<0.002,0.0012,<0.0003,<0.001,0.004,0.088,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2011/2/10 下午 01:00:00,1258,1.0,24.6,24.1,8.3,582,--,9.4,111.7,<1.0,<4.0,3.9,180,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2011/1/12 下午 12:01:00,1258,1.5,12.9,16.2,8.3,550,--,9.3,95.1,<1.0,6.0,41.6,4100,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2011/12/6 下午 12:00:00,1259,1.0,26.5,20.4,8.4,370,--,9.2,102.8,<1.0,<4.0,1.8,800,<0.01,--,0.010,0.29,0.25,<0.001,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.005,<0.005,<0.001,<0.001,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2011/11/4 下午 12:00:00,1259,1.0,32.3,23.8,8.3,384,--,9.0,106.3,<1.0,<4.0,10.8,200,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2011/10/12 下午 12:00:00,1259,1.0,28.6,23.1,8.5,349,--,8.4,101.2,<1.0,<4.0,3.4,370,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
