採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2009/5/4 上午 06:55:00,1253,1.0,26.5,22.8,8.0,434,7.8,7.9,91.7,<1.0,6.2,6.9,160,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2009/4/6 上午 07:55:00,1253,1.0,19.5,18.9,8.0,440,8.5,8.7,94.3,1.8,5.2,8.4,43000,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2009/3/2 上午 08:00:00,1253,1.0,23.1,19.4,8.3,454,8.5,8.3,91.0,<1.0,6.8,11.2,350,<0.01,--,0.048,2.22,0.48,0.012,<0.001,<0.003,<0.002,0.0013,<0.0003,0.001,0.037,0.014,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2009/2/5 上午 08:00:00,1253,2.0,25.1,18.1,8.2,475,9.0,9.0,96.5,3.5,18.5,23.6,39000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2009/1/7 上午 07:26:00,1253,1.0,18.2,16.9,8.2,422,9.1,9.4,97.4,<1.0,<4.0,8.9,540,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2009/12/1 上午 08:17:00,1254,2.3,19.2,17.7,8.2,274,9.6,9.6,101.2,<1.0,<4.0,57.0,380,0.04,--,0.069,0.61,0.16,0.003,<0.001,0.004,<0.002,0.0022,<0.0003,0.002,0.015,0.018,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2009/11/2 上午 07:40:00,1254,2.3,25.2,19.3,8.2,270,9.0,9.0,98.1,<1.0,<4.0,50.9,1100,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2009/10/16 上午 07:38:00,1254,3.3,29.3,21.5,8.1,220,8.4,8.8,100.4,<1.0,<4.0,633,75,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2009/9/8 上午 07:35:00,1254,1.0,28.8,23.4,8.3,315,7.2,7.2,86.8,<1.0,<4.0,7.4,240,<0.01,--,0.070,1.73,0.14,0.003,<0.001,<0.003,<0.002,0.0026,<0.0003,<0.001,0.049,0.009,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2009/8/4 上午 07:38:00,1254,1.5,26.8,25.0,8.1,309,8.1,8.0,98.7,<1.0,<4.0,30.4,1400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2009/7/7 上午 07:37:00,1254,1.0,28.6,24.1,8.2,322,8.6,8.7,104.5,2.9,12.1,5.0,680,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2009/6/3 上午 07:35:00,1254,1.0,25.8,22.0,8.3,308,9.1,9.2,108.0,<1.0,6.4,15.5,380,0.02,--,0.098,1.04,0.08,0.003,<0.001,0.003,<0.002,0.0029,<0.0003,0.002,0.018,0.010,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2009/5/4 上午 07:35:00,1254,1.5,26.4,22.2,8.3,310,8.2,8.1,93.6,<1.0,5.7,31.0,760,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2009/4/6 上午 08:35:00,1254,1.0,19.5,18.8,8.4,310,9.6,9.8,106.3,1.0,<4.0,4.2,740,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2009/3/2 上午 08:38:00,1254,1.0,25.4,18.3,8.6,337,9.4,9.3,99.5,<1.0,<4.0,3.4,270,<0.01,--,0.034,1.31,0.12,0.003,<0.001,<0.003,<0.002,0.0018,<0.0003,0.001,0.032,0.021,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2009/2/5 上午 08:42:00,1254,1.0,24.8,18.5,8.5,317,9.6,9.8,105.8,<1.0,5.0,9.2,270,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2009/1/7 上午 08:05:00,1254,1.0,18.5,16.5,8.3,306,9.8,10.2,104.2,<1.0,5.5,7.6,250,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2009/12/1 上午 08:57:00,1255,1.5,19.4,19.3,8.0,387,8.7,8.6,92.8,<1.0,<4.0,45.1,2300,0.13,--,0.075,1.34,0.35,0.010,<0.001,<0.003,<0.002,0.0021,<0.0003,<0.001,0.010,0.031,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2009/11/2 上午 08:18:00,1255,3.3,25.4,20.7,8.1,385,8.5,8.5,94.1,<1.0,<4.0,174,5000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2009/10/16 上午 08:18:00,1255,3.3,28.9,22.3,8.1,313,8.1,8.2,95.4,<1.0,<4.0,737,3100,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2009/9/8 上午 08:20:00,1255,3.3,29.2,24.0,8.2,444,7.9,8.2,99.0,<1.0,<4.0,806,3300,0.03,--,0.391,0.68,0.33,0.023,<0.001,0.014,<0.002,0.0037,<0.0003,0.008,0.104,0.412,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2009/8/4 上午 08:19:00,1255,2.3,27.2,26.6,8.1,453,7.7,7.8,98.0,<1.0,5.2,49.6,1900,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2009/7/7 上午 08:16:00,1255,1.5,29.1,26.3,8.2,449,8.6,8.7,108.3,3.4,13.2,5.2,16000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2009/6/3 上午 08:15:00,1255,1.0,27.1,24.9,8.0,430,8.5,8.6,105.2,1.0,7.2,8.9,2200,0.04,--,0.124,1.93,0.25,0.014,<0.001,<0.003,<0.002,0.0034,<0.0003,<0.001,0.010,0.022,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2009/5/4 上午 08:15:00,1255,1.0,27.0,22.1,8.2,432,9.1,9.1,104.3,<1.0,5.2,10.3,4500,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2009/4/6 上午 09:15:00,1255,1.0,20.3,20.2,8.2,432,8.9,9.0,99.9,1.2,<4.0,7.6,3900,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2009/3/2 上午 09:15:00,1255,1.0,25.1,20.0,8.3,433,8.7,8.6,94.3,<1.0,8.3,12.7,2600,0.03,--,0.085,2.47,0.48,0.028,<0.001,<0.003,<0.002,0.0018,<0.0003,0.001,0.028,0.049,<0.001,<0.001,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2009/2/5 上午 09:16:00,1255,1.0,24.9,21.3,8.3,435,9.4,9.4,106.4,1.1,9.0,11.6,2300,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2009/1/7 上午 08:45:00,1255,1.0,19.0,18.7,8.2,414,8.9,9.3,100.1,<1.0,6.5,13.9,5100,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2009/12/8 上午 09:35:00,1256,1.0,21.4,21.0,8.2,530,8.7,8.7,101.0,<1.0,<4.0,8.6,55,<0.01,--,0.055,0.38,0.01,0.002,<0.001,<0.003,<0.002,0.0020,<0.0003,<0.001,0.007,0.430,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2009/11/5 上午 09:45:00,1256,3.3,23.4,19.6,8.1,445,8.8,9.0,101.2,<1.0,20.2,1620,500,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2009/10/13 上午 09:45:00,1256,3.3,25.7,22.6,8.0,333,8.6,8.7,101.2,<1.0,97.6,4040,650,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2009/9/9 上午 09:35:00,1256,3.3,29.5,25.4,8.0,455,8.6,8.6,105.4,<1.0,27.6,3730,240,0.07,--,0.618,0.86,0.22,0.009,<0.001,0.052,<0.002,0.0086,<0.0003,0.023,0.100,2.21,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2009/8/6 上午 09:35:00,1256,1.0,31.6,27.0,8.2,480,7.7,8.0,105.9,<1.0,<4.0,5.1,1300,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2009/7/2 上午 09:33:00,1256,1.0,30.4,28.7,7.9,649,7.6,7.6,98.8,<1.0,<4.0,1.7,240,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2009/6/10 上午 09:30:00,1256,1.0,29.9,25.7,8.0,505,8.0,8.3,102.3,<1.0,<4.0,2.0,45,<0.01,--,0.027,0.42,0.07,0.002,<0.001,<0.003,<0.002,0.0020,<0.0003,<0.001,0.003,0.121,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2009/5/5 上午 09:35:00,1256,1.0,26.1,24.0,8.1,585,9.2,9.0,111.4,<1.0,<4.0,<1.0,130,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2009/4/2 上午 09:30:00,1256,1.0,16.8,19.0,8.1,584,9.3,9.1,101.1,<1.0,<4.0,1.2,160,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2009/3/3 上午 09:45:00,1256,1.0,24.8,21.8,8.1,585,8.4,8.7,102.8,<1.0,<4.0,1.9,85,<0.01,--,0.010,0.44,0.03,<0.001,<0.001,<0.003,<0.002,0.0016,<0.0003,<0.001,0.002,0.099,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2009/2/3 上午 09:46:00,1256,1.0,21.2,19.8,8.1,569,8.6,8.8,99.8,<1.0,<4.0,<1.0,50,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,初來橋,乙,2009/1/7 上午 09:40:00,1256,1.0,22.2,18.6,8.0,555,9.6,9.9,109.4,<1.0,<4.0,<1.0,40,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2009/12/8 上午 11:05:00,1257,3.3,25.8,21.4,8.2,515,8.7,8.9,102.0,<1.0,23.6,2550,200,0.12,--,0.378,0.38,0.10,0.008,<0.001,0.044,<0.002,0.0051,<0.0003,0.014,0.080,2.04,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2009/11/5 上午 11:00:00,1257,3.3,27.0,21.8,8.2,473,8.4,8.7,99.9,<1.0,62.3,3010,250,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2009/10/13 上午 11:00:00,1257,3.3,27.6,23.4,8.1,368,8.4,8.5,100.4,1.2,118,9790,750,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2009/9/9 上午 11:00:00,1257,3.8,28.7,26.2,8.1,463,8.2,8.3,103.2,3.1,56.6,9620,700,0.11,--,0.688,1.12,0.10,0.004,0.001,0.180,<0.002,0.0080,<0.0003,0.076,0.294,6.88,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2009/8/6 上午 11:00:00,1257,3.3,33.8,27.0,8.2,438,7.6,7.7,100.8,<1.0,8.8,479,22000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2009/7/2 上午 11:00:00,1257,3.8,33,28.1,8.2,486,6.3,6.3,81.2,<1.0,24.7,1010,350,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2009/6/10 上午 10:55:00,1257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2009/5/5 上午 11:00:00,1257,3.3,28.6,26.3,8.1,571,8.2,8.0,100.7,<1.0,<4.0,131,170,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2009/4/2 上午 10:43:00,1257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2009/3/3 上午 10:36:00,1257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2009/2/3 上午 11:00:00,1257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,鹿鳴橋,乙,2009/1/7 上午 11:00:00,1257,1.0,22.9,20.9,8.0,586,8.8,9.1,103.4,<1.0,<4.0,17.1,90,0.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2009/12/8 下午 12:40:00,1258,3.3,25.5,23.1,8.1,530,8.6,8.6,100.2,<1.0,15.6,1230,1400,0.02,--,0.451,0.40,0.56,0.011,<0.001,0.031,<0.002,0.0040,<0.0003,0.011,0.081,1.27,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2009/11/5 下午 01:00:00,1258,3.3,26.1,24.9,8.1,495,7.9,8.2,98.7,<1.0,27.2,2200,2000,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2009/10/13 下午 12:30:00,1258,3.3,28.2,24.5,8.1,383,8.2,8.3,100.2,1.4,107,7270,850,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2009/9/9 下午 01:07:00,1258,3.3,29.1,27.6,8.1,478,8.2,8.1,103.7,<1.0,59.0,4140,2700,0.08,--,0.462,1.16,0.42,0.023,<0.001,0.074,<0.002,0.0080,<0.0003,0.031,0.126,2.23,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2009/8/6 下午 01:00:00,1258,3.3,33.0,29.3,8.3,549,7.7,7.8,105.2,<1.0,5.8,183,60000,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2009/7/2 下午 01:17:00,1258,3.3,31.1,29.7,8.2,502,7.5,7.6,100.4,<1.0,11.9,478,2300,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2009/6/10 上午 11:40:00,1258,2.3,31.8,29.6,7.9,532,7.2,7.6,100.1,<1.0,<4.0,59.1,25,<0.01,--,0.054,0.54,0.48,0.007,<0.001,<0.003,<0.002,0.0016,<0.0003,<0.001,0.005,0.052,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2009/5/5 下午 12:10:00,1258,1.0,23.6,25.1,8.2,550,8.3,8.2,99.7,<1.0,<4.0,12.4,90,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2009/4/2 上午 11:50:00,1258,1.0,19.8,21.2,8.2,615,9.4,9.1,102.0,<1.0,<4.0,1.2,3600,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2009/3/3 上午 11:30:00,1258,1.0,24.8,23.6,8.2,580,8.8,9.0,106.3,<1.0,<4.0,19.8,50,<0.01,--,0.019,0.62,0.46,0.003,<0.001,<0.003,<0.002,0.0008,0.0006,0.001,0.004,0.046,<0.001,<0.001,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2009/2/3 下午 12:00:00,1258,1.0,24.3,21.9,8.0,623,8.9,9.2,104.6,<1.0,<4.0,<1.0,<10,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
卑南溪流域,卑南溪,臺東縣,台東大橋,乙,2009/1/7 下午 12:10:00,1258,1.0,23.8,22.0,8.2,585,9.4,9.6,109.1,<1.0,<4.0,6.3,110,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2009/12/8 上午 11:52:00,1259,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2009/11/5 下午 12:00:00,1259,1.0,28.0,22.3,8.3,425,8.6,8.9,105.1,<1.0,<4.0,1.2,200,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2009/10/13 上午 11:40:00,1259,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2009/9/9 下午 12:00:00,1259,1.0,28.0,25.6,8.2,450,9.0,9.1,112.0,<1.0,<4.0,4.2,590,<0.01,--,0.013,0.89,0.23,0.002,<0.001,<0.003,<0.002,0.0004,<0.0003,<0.001,0.008,<0.005,<0.001,<0.001,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2009/8/6 下午 12:00:00,1259,1.0,31.3,25.7,8.4,404,7.7,8.0,103.1,<1.0,<4.0,3.9,9900,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2009/7/2 下午 12:05:00,1259,1.0,30.8,26.1,8.3,435,8.0,7.9,98.4,<1.0,<4.0,3.4,240,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2009/6/10 上午 11:21:00,1259,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2009/5/5 上午 11:41:00,1259,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2009/4/2 上午 11:20:00,1259,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2009/3/3 上午 11:00:00,1259,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2009/2/3 上午 11:24:00,1259,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,大巴六九巴取水口,－,2009/1/7 上午 11:45:00,1259,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,馬蘭橋,－,2009/12/8 下午 01:30:00,1260,3.3,25.6,24.2,8.3,506,8.1,8.2,97.9,<1.0,17.0,799,58000,0.48,--,0.133,0.56,0.74,0.150,<0.001,0.026,<0.002,0.0034,<0.0003,0.013,0.072,0.841,<0.001,<0.001,--,--,--,--
太平溪流域,太平溪,臺東縣,馬蘭橋,－,2009/11/5 下午 02:03:00,1260,3.3,27.7,25.4,8.3,445,8.4,8.2,100.0,<1.0,43.9,2270,27000,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,馬蘭橋,－,2009/10/13 下午 01:24:00,1260,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,馬蘭橋,－,2009/9/9 下午 02:00:00,1260,3.3,30.4,29.8,8.6,375,8.3,8.3,110.1,<1.0,7.6,183,50000,0.28,--,0.102,1.15,1.44,0.081,<0.001,0.004,<0.002,0.0014,<0.0003,0.003,0.018,0.128,<0.001,<0.001,--,--,--,--
太平溪流域,太平溪,臺東縣,馬蘭橋,－,2009/8/6 下午 02:00:00,1260,3.3,33.0,29.0,8.4,416,7.6,7.6,100.6,<1.0,10.3,381,140000,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,馬蘭橋,－,2009/7/2 下午 02:05:00,1260,1.5,32.8,32.1,8.6,422,9.2,9.2,127.1,1.4,6.6,38.6,11000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,馬蘭橋,－,2009/6/10 下午 12:30:00,1260,3.3,32.2,31.5,8.1,580,6.8,7.2,97.7,<1.0,16.1,587,48000,0.08,--,0.382,0.52,0.34,0.029,<0.001,0.019,<0.002,0.0027,<0.0003,0.009,0.050,0.399,<0.001,<0.001,--,--,--,--
太平溪流域,太平溪,臺東縣,馬蘭橋,－,2009/5/5 下午 01:00:00,1260,3.3,27.1,25.3,8.4,506,8.3,8.2,100.3,<1.0,5.9,120,22000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,馬蘭橋,－,2009/4/2 下午 12:40:00,1260,1.0,20.1,20.6,8.6,472,10.2,10.0,110.1,<1.0,<4.0,4.6,5400,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,馬蘭橋,－,2009/3/3 下午 12:30:00,1260,1.0,24.9,23.1,8.8,477,9.9,10.2,118.9,<1.0,<4.0,7.2,6300,0.08,--,0.040,0.82,0.27,0.045,<0.001,<0.003,<0.002,0.0012,<0.0003,0.002,0.004,0.015,<0.001,<0.001,--,--,--,--
太平溪流域,太平溪,臺東縣,馬蘭橋,－,2009/2/3 下午 01:00:00,1260,1.0,24.8,21.8,8.6,466,10.1,10.2,116.2,<1.0,<4.0,5.2,7400,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,馬蘭橋,－,2009/1/7 下午 01:05:00,1260,1.5,24.8,21.7,8.5,462,9.3,9.6,108.8,<1.0,4.6,31.0,9300,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,豐里橋,－,2009/12/8 下午 02:10:00,1261,5.8,25.4,23.7,8.2,559,8.0,8.1,95.3,9.6,27.4,442,250000,1.16,--,0.462,6.02,0.68,0.084,<0.001,0.015,<0.002,<0.0003,<0.0003,0.010,0.046,0.464,<0.001,<0.001,--,--,--,--
太平溪流域,太平溪,臺東縣,豐里橋,－,2009/11/5 下午 03:00:00,1261,3.3,27.0,25.8,8.3,471,7.7,7.9,96.2,1.6,49.7,2010,58000,0.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,豐里橋,－,2009/10/13 下午 01:45:00,1261,6.3,29.3,29.2,7.8,481,5.2,5.2,68.0,8.3,34.1,772,470000,2.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
太平溪流域,太平溪,臺東縣,豐里橋,－,2009/9/9 下午 03:00:00,1261,4.3,28.3,29.9,8.3,498,6.9,6.9,92.1,4.0,23.0,422,300000,0.93,--,0.361,3.12,0.55,0.100,<0.001,0.013,<0.002,0.0021,<0.0003,0.007,0.043,0.322,<0.001,<0.001,--,--,--,--
